Date,Day,In,Out,Extra,Daily profit ,Daily profit + extra,Total profit,Total profit + extra
24/11/2023,957,0,80,,-80,-80,-5791.26,643.24
25/11/2023,958,10,61,,-51,-51,-5842.26,592.24
26/11/2023,959,15,0,,15,15,-5827.26,607.24
27/11/2023,960,0,4.89,,-4.89,-4.89,-5832.15,602.35
28/11/2023,961,0,6.95,,-6.95,-6.95,-5839.1,595.4
29/11/2023,962,25,10,,15,15,-5824.1,610.4
30/11/2023,963,0,97,,-97,-97,-5921.1,513.4
01/12/2023,964,0,53.7,,-53.7,-53.7,-5974.8,459.7
02/12/2023,965,10,22.7,,-12.7,-12.7,-5987.5,447
03/12/2023,966,10,71.4,,-61.4,-61.4,-6048.9,385.6
04/12/2023,967,0,30,,-30,-30,-6078.9,355.6
05/12/2023,968,10,0,,10,10,-6068.9,365.6
06/12/2023,969,15,35,,-20,-20,-6088.9,345.6
07/12/2023,970,10,0,,10,10,-6078.9,355.6
08/12/2023,971,10,0,,10,10,-6068.9,365.6
09/12/2023,972,10,0,,10,10,-6058.9,375.6
10/12/2023,973,10,0,,10,10,-6048.9,385.6
11/12/2023,974,15,0,,15,15,-6033.9,400.6
12/12/2023,975,10,0,,10,10,-6023.9,410.6
13/12/2023,976,10,0,,10,10,-6013.9,420.6
14/12/2023,977,10,0,,10,10,-6003.9,430.6
15/12/2023,978,25,13.4,210,11.6,221.6,-5992.3,652.2
16/12/2023,979,0,82,,-82,-82,-6074.3,570.2
17/12/2023,980,0,26,,-26,-26,-6100.3,544.2
18/12/2023,981,0,10,,-10,-10,-6110.3,534.2
19/12/2023,982,0,65,,-65,-65,-6175.3,469.2
20/12/2023,983,0,10,,-10,-10,-6185.3,459.2
21/12/2023,984,0,0,,0,0,-6185.3,459.2
22/12/2023,985,0,0,100,0,100,-6185.3,559.2
23/12/2023,986,0,3.55,,-3.55,-3.55,-6188.85,555.65
24/12/2023,987,0,16.74,,-16.74,-16.74,-6205.59,538.91
25/12/2023,988,0,35,,-35,-35,-6240.59,503.91
26/12/2023,989,0,20,,-20,-20,-6260.59,483.91
27/12/2023,990,0,107,,-107,-107,-6367.59,376.91
28/12/2023,991,10,80,17,-70,-53,-6437.59,323.91
29/12/2023,992,0,0,,0,0,-6437.59,323.91
30/12/2023,993,0,35,50,-35,15,-6472.59,338.91
31/12/2023,994,0,80.89,,-80.89,-80.89,-6553.48,258.02
01/01/2024,995,0,67,,-67,-67,-6620.48,191.02
02/01/2024,996,0,0,,0,0,-6620.48,191.02
03/01/2024,997,10,9.4,,0.6,0.6,-6619.88,191.62
04/01/2024,998,0,50.3,,-50.3,-50.3,-6670.18,141.32
05/01/2024,999,0,1.25,,-1.25,-1.25,-6671.43,140.07
06/01/2024,1000,10,50,,-40,-40,-6711.43,100.07
07/01/2024,1001,10,0,1000,10,1010,-6701.43,1110.07
08/01/2024,1002,15,0,,15,15,-6686.43,1125.07
09/01/2024,1003,10,2.5,,7.5,7.5,-6678.93,1132.57
10/01/2024,1004,0,0,,0,0,-6678.93,1132.57
11/01/2024,1005,10,0,,10,10,-6668.93,1142.57
12/01/2024,1006,120,9.5,,110.5,110.5,-6558.43,1253.07
13/01/2024,1007,10,40,,-30,-30,-6588.43,1223.07
14/01/2024,1008,10,0,,10,10,-6578.43,1233.07
15/01/2024,1009,10,0,,10,10,-6568.43,1243.07
16/01/2024,1010,0,9.3,,-9.3,-9.3,-6577.73,1233.77
17/01/2024,1011,20,0,,20,20,-6557.73,1253.77
18/01/2024,1012,150,1,,149,149,-6408.73,1402.77
19/01/2024,1013,90,95.49,,-5.49,-5.49,-6414.22,1397.28
20/01/2024,1014,0,194.9,20,-194.9,-174.9,-6609.12,1222.38
21/01/2024,1015,0,40,,-40,-40,-6649.12,1182.38
22/01/2024,1016,0,108.85,,-108.85,-108.85,-6757.97,1073.53
23/01/2024,1017,0,2,,-2,-2,-6759.97,1071.53
24/01/2024,1018,20,0,,20,20,-6739.97,1091.53
25/01/2024,1019,10,10,,0,0,-6739.97,1091.53
26/01/2024,1020,0,0,20,0,20,-6739.97,1111.53
27/01/2024,1021,10,52.07,1.78,-42.07,-40.29,-6782.04,1071.24
28/01/2024,1022,0,10,,-10,-10,-6792.04,1061.24
29/01/2024,1023,10,0,,10,10,-6782.04,1071.24
30/01/2024,1024,130,81,,49,49,-6733.04,1120.24
31/01/2024,1025,35,17,,18,18,-6715.04,1138.24
01/02/2024,1026,20,0,,20,20,-6695.04,1158.24
02/02/2024,1027,30,0,,30,30,-6665.04,1188.24
03/02/2024,1028,10,57,,-47,-47,-6712.04,1141.24
04/02/2024,1029,25,60.2,,-35.2,-35.2,-6747.24,1106.04
05/02/2024,1030,20,19.4,,0.6,0.6,-6746.64,1106.64
06/02/2024,1031,65,0,,65,65,-6681.64,1171.64
07/02/2024,1032,210,0,,210,210,-6471.64,1381.64
08/02/2024,1033,10,21,,-11,-11,-6482.64,1370.64
09/02/2024,1034,15,2.5,,12.5,12.5,-6470.14,1383.14
10/02/2024,1035,0,11.9,,-11.9,-11.9,-6482.04,1371.24
11/02/2024,1036,0,7.5,,-7.5,-7.5,-6489.54,1363.74
12/02/2024,1037,0,40,,-40,-40,-6529.54,1323.74
13/02/2024,1038,200,35,,165,165,-6364.54,1488.74
14/02/2024,1039,0,11.1,,-11.1,-11.1,-6375.64,1477.64
15/02/2024,1040,10,1.77,,8.23,8.23,-6367.41,1485.87
16/02/2024,1041,10,4.67,,5.33,5.33,-6362.08,1491.2
17/02/2024,1042,0,0,50,0,50,-6362.08,1541.2
18/02/2024,1043,15,7.3,,7.7,7.7,-6354.38,1548.9
19/02/2024,1044,15,49,,-34,-34,-6388.38,1514.9
20/02/2024,1045,0,11.3,,-11.3,-11.3,-6399.68,1503.6
21/02/2024,1046,0,0,,0,0,-6399.68,1503.6
22/02/2024,1047,0,0,,0,0,-6399.68,1503.6
23/02/2024,1048,10,0,,10,10,-6389.68,1513.6
24/02/2024,1049,10,0,,10,10,-6379.68,1523.6
25/02/2024,1050,10,60,,-50,-50,-6429.68,1473.6
26/02/2024,1051,0,29.5,,-29.5,-29.5,-6459.18,1444.1
27/02/2024,1052,0,5.92,,-5.92,-5.92,-6465.1,1438.18
28/02/2024,1053,30,13.18,,16.82,16.82,-6448.28,1455
29/02/2024,1054,15,8.4,,6.6,6.6,-6441.68,1461.6
01/03/2024,1055,0,32.42,,-32.42,-32.42,-6474.1,1429.18
02/03/2024,1056,120,89.98,20,30.02,50.02,-6444.08,1479.2
03/03/2024,1057,0,111,,-111,-111,-6555.08,1368.2
04/03/2024,1058,10,2.5,,7.5,7.5,-6547.58,1375.7
05/03/2024,1059,15,7.5,,7.5,7.5,-6540.08,1383.2
06/03/2024,1060,25,0,,25,25,-6515.08,1408.2
07/03/2024,1061,10,9.9,,0.1,0.1,-6514.98,1408.3
08/03/2024,1062,0,2.2,,-2.2,-2.2,-6517.18,1406.1
09/03/2024,1063,0,120,20,-120,-100,-6637.18,1306.1
10/03/2024,1064,0,20,,-20,-20,-6657.18,1286.1
11/03/2024,1065,140,2.32,,137.68,137.68,-6519.5,1423.78
12/03/2024,1066,0,8.8,,-8.8,-8.8,-6528.3,1414.98
13/03/2024,1067,0,5.8,,-5.8,-5.8,-6534.1,1409.18
14/03/2024,1068,0,0,,0,0,-6534.1,1409.18
15/03/2024,1069,10,10,,0,0,-6534.1,1409.18
16/03/2024,1070,0,80,,-80,-80,-6614.1,1329.18
17/03/2024,1071,10,0,,10,10,-6604.1,1339.18
18/03/2024,1072,10,44.8,30,-34.8,-4.8,-6638.9,1334.38
19/03/2024,1073,0,5.99,,-5.99,-5.99,-6644.89,1328.39
20/03/2024,1074,10,25,,-15,-15,-6659.89,1313.39
21/03/2024,1075,0,67.3,,-67.3,-67.3,-6727.19,1246.09
22/03/2024,1076,10,4,,6,6,-6721.19,1252.09
23/03/2024,1077,10,20,,-10,-10,-6731.19,1242.09
24/03/2024,1078,10,10.4,,-0.4,-0.4,-6731.59,1241.69
25/03/2024,1079,220,5.8,,214.2,214.2,-6517.39,1455.89
26/03/2024,1080,0,85.4,,-85.4,-85.4,-6602.79,1370.49
27/03/2024,1081,0,28.9,,-28.9,-28.9,-6631.69,1341.59
28/03/2024,1082,0,50,,-50,-50,-6681.69,1291.59
29/03/2024,1083,0,10.1,,-10.1,-10.1,-6691.79,1281.49
30/03/2024,1084,0,2.5,,-2.5,-2.5,-6694.29,1278.99
31/03/2024,1085,0,12.3,,-12.3,-12.3,-6706.59,1266.69
01/04/2024,1086,0,10,,-10,-10,-6716.59,1256.69
02/04/2024,1087,0,0.98,,-0.98,-0.98,-6717.57,1255.71
03/04/2024,1088,15,10,,5,5,-6712.57,1260.71
04/04/2024,1089,0,25,6.2,-25,-18.8,-6737.57,1241.91
05/04/2024,1090,0,0,,0,0,-6737.57,1241.91
06/04/2024,1091,0,7.3,,-7.3,-7.3,-6744.87,1234.61
07/04/2024,1092,11,0,,11,11,-6733.87,1245.61
08/04/2024,1093,10,0,,10,10,-6723.87,1255.61
09/04/2024,1094,0,10,,-10,-10,-6733.87,1245.61
10/04/2024,1095,20,17.9,,2.1,2.1,-6731.77,1247.71
11/04/2024,1096,0,7.5,,-7.5,-7.5,-6739.27,1240.21
12/04/2024,1097,0,10,,-10,-10,-6749.27,1230.21
13/04/2024,1098,20,11.4,,8.6,8.6,-6740.67,1238.81
14/04/2024,1099,0,14.99,,-14.99,-14.99,-6755.66,1223.82
15/04/2024,1100,20,20,,0,0,-6755.66,1223.82
16/04/2024,1101,0,70,,-70,-70,-6825.66,1153.82
17/04/2024,1102,15,0,,15,15,-6810.66,1168.82
18/04/2024,1103,0,15.4,50,-15.4,34.6,-6826.06,1203.42
19/04/2024,1104,10,5.99,,4.01,4.01,-6822.05,1207.43
20/04/2024,1105,0,11.5,,-11.5,-11.5,-6833.55,1195.93
21/04/2024,1106,10,0,,10,10,-6823.55,1205.93
22/04/2024,1107,20,7.99,,12.01,12.01,-6811.54,1217.94
23/04/2024,1108,0,1.5,,-1.5,-1.5,-6813.04,1216.44
24/04/2024,1109,10,15,,-5,-5,-6818.04,1211.44
25/04/2024,1110,10,37.5,,-27.5,-27.5,-6845.54,1183.94
26/04/2024,1111,0,14,,-14,-14,-6859.54,1169.94
27/04/2024,1112,10,0,,10,10,-6849.54,1179.94
28/04/2024,1113,25,10,,15,15,-6834.54,1194.94
29/04/2024,1114,15,93.9,,-78.9,-78.9,-6913.44,1116.04
30/04/2024,1115,100,20,,80,80,-6833.44,1196.04
01/05/2024,1116,15,16.99,,-1.99,-1.99,-6835.43,1194.05
02/05/2024,1117,0,12.05,,-12.05,-12.05,-6847.48,1182
03/05/2024,1118,0,37.65,40,-37.65,2.35,-6885.13,1184.35
04/05/2024,1119,0,100,,-100,-100,-6985.13,1084.35
05/05/2024,1120,25,9.51,,15.49,15.49,-6969.64,1099.84
06/05/2024,1121,10,51,,-41,-41,-7010.64,1058.84
07/05/2024,1122,0,74,30,-74,-44,-7084.64,1014.84
08/05/2024,1123,10,32.9,,-22.9,-22.9,-7107.54,991.94
09/05/2024,1124,10,20,,-10,-10,-7117.54,981.94
10/05/2024,1125,32.5,20,,12.5,12.5,-7105.04,994.44
11/05/2024,1126,20,20.5,,-0.5,-0.5,-7105.54,993.94
12/05/2024,1127,0,0,,0,0,-7105.54,993.94
13/05/2024,1128,10,13.65,,-3.65,-3.65,-7109.19,990.29
14/05/2024,1129,20,0,,20,20,-7089.19,1010.29
15/05/2024,1130,242.5,7.5,,235,235,-6854.19,1245.29
16/05/2024,1131,24.5,10.44,,14.06,14.06,-6840.13,1259.35
17/05/2024,1132,25,24.7,,0.3,0.3,-6839.83,1259.65
18/05/2024,1133,10,63.5,20,-53.5,-33.5,-6893.33,1226.15
19/05/2024,1134,10,26.24,,-16.24,-16.24,-6909.57,1209.91
20/05/2024,1135,45,0,,45,45,-6864.57,1254.91
21/05/2024,1136,0,7.5,,-7.5,-7.5,-6872.07,1247.41
22/05/2024,1137,22,2.5,,19.5,19.5,-6852.57,1266.91
23/05/2024,1138,0,0,,0,0,-6852.57,1266.91
24/05/2024,1139,10,8.5,,1.5,1.5,-6851.07,1268.41
25/05/2024,1140,0,1.5,50,-1.5,48.5,-6852.57,1316.91
26/05/2024,1141,10,100,,-90,-90,-6942.57,1226.91
27/05/2024,1142,10,17,,-7,-7,-6949.57,1219.91
28/05/2024,1143,0,10,,-10,-10,-6959.57,1209.91
29/05/2024,1144,0,25,,-25,-25,-6984.57,1184.91
30/05/2024,1145,10,0,,10,10,-6974.57,1194.91
31/05/2024,1146,30,60,,-30,-30,-7004.57,1164.91
01/06/2024,1147,160,9.99,40,150.01,190.01,-6854.56,1354.92
02/06/2024,1148,10,4.64,,5.36,5.36,-6849.2,1360.28
03/06/2024,1149,0,0,,0,0,-6849.2,1360.28
04/06/2024,1150,72,0,,72,72,-6777.2,1432.28
05/06/2024,1151,0,11.8,,-11.8,-11.8,-6789,1420.48
06/06/2024,1152,0,80,,-80,-80,-6869,1340.48
07/06/2024,1153,0,30.49,,-30.49,-30.49,-6899.49,1309.99
08/06/2024,1154,0,10,,-10,-10,-6909.49,1299.99
09/06/2024,1155,0,10.21,,-10.21,-10.21,-6919.7,1289.78
10/06/2024,1156,150,0,,150,150,-6769.7,1439.78
11/06/2024,1157,60,0,,60,60,-6709.7,1499.78
12/06/2024,1158,37.5,10,,27.5,27.5,-6682.2,1527.28
13/06/2024,1159,0,80,,-80,-80,-6762.2,1447.28
14/06/2024,1160,0,0,,0,0,-6762.2,1447.28
15/06/2024,1161,0,4.03,,-4.03,-4.03,-6766.23,1443.25
16/06/2024,1162,160,67,,93,93,-6673.23,1536.25
17/06/2024,1163,0,85.9,,-85.9,-85.9,-6759.13,1450.35
18/06/2024,1164,100,3.9,,96.1,96.1,-6663.03,1546.45
19/06/2024,1165,250,20.99,,229.01,229.01,-6434.02,1775.46
20/06/2024,1166,0,0,,0,0,-6434.02,1775.46
21/06/2024,1167,0,58.5,,-58.5,-58.5,-6492.52,1716.96
22/06/2024,1168,0,20,,-20,-20,-6512.52,1696.96
23/06/2024,1169,0,34.9,,-34.9,-34.9,-6547.42,1662.06
24/06/2024,1170,0,11.5,,-11.5,-11.5,-6558.92,1650.56
25/06/2024,1171,0,61.5,,-61.5,-61.5,-6620.42,1589.06
26/06/2024,1172,0,16.5,,-16.5,-16.5,-6636.92,1572.56
27/06/2024,1173,200,0,,200,200,-6436.92,1772.56
28/06/2024,1174,100,0,,100,100,-6336.92,1872.56
29/06/2024,1175,0,0.99,50,-0.99,49.01,-6337.91,1921.57
30/06/2024,1176,0,3.15,,-3.15,-3.15,-6341.06,1918.42
01/07/2024,1177,120,125.69,,-5.69,-5.69,-6346.75,1912.73
02/07/2024,1178,0,8.9,,-8.9,-8.9,-6355.65,1903.83
03/07/2024,1179,0,88,,-88,-88,-6443.65,1815.83
04/07/2024,1180,0,61.3,,-61.3,-61.3,-6504.95,1754.53
05/07/2024,1181,0,40,,-40,-40,-6544.95,1714.53
06/07/2024,1182,0,15,,-15,-15,-6559.95,1699.53
07/07/2024,1183,100,10,,90,90,-6469.95,1789.53
08/07/2024,1184,0,100,,-100,-100,-6569.95,1689.53
09/07/2024,1185,0,108.7,,-108.7,-108.7,-6678.65,1580.83
10/07/2024,1186,120,0,,120,120,-6558.65,1700.83
11/07/2024,1187,0,98.9,,-98.9,-98.9,-6657.55,1601.93
12/07/2024,1188,0,0,,0,0,-6657.55,1601.93
13/07/2024,1189,0,14.1,,-14.1,-14.1,-6671.65,1587.83
14/07/2024,1190,0,0,,0,0,-6671.65,1587.83
15/07/2024,1191,0,0,,0,0,-6671.65,1587.83
16/07/2024,1192,0,28.5,,-28.5,-28.5,-6700.15,1559.33
17/07/2024,1193,0,39.3,,-39.3,-39.3,-6739.45,1520.03
18/07/2024,1194,0,0,,0,0,-6739.45,1520.03
19/07/2024,1195,0,5.99,,-5.99,-5.99,-6745.44,1514.04
20/07/2024,1196,10,40,,-30,-30,-6775.44,1484.04
21/07/2024,1197,0,0,,0,0,-6775.44,1484.04
22/07/2024,1198,0,20,,-20,-20,-6795.44,1464.04
23/07/2024,1199,0,10,,-10,-10,-6805.44,1454.04
24/07/2024,1200,0,0,,0,0,-6805.44,1454.04
25/07/2024,1201,0,32.5,,-32.5,-32.5,-6837.94,1421.54
26/07/2024,1202,0,0,,0,0,-6837.94,1421.54
27/07/2024,1203,0,20,,-20,-20,-6857.94,1401.54
28/07/2024,1204,0,0,,0,0,-6857.94,1401.54
29/07/2024,1205,0,50,,-50,-50,-6907.94,1351.54
30/07/2024,1206,0,0,,0,0,-6907.94,1351.54
31/07/2024,1207,0,10.5,,-10.5,-10.5,-6918.44,1341.04
01/08/2024,1208,0,25,,-25,-25,-6943.44,1316.04
02/08/2024,1209,0,44,,-44,-44,-6987.44,1272.04
03/08/2024,1210,0,20,,-20,-20,-7007.44,1252.04
04/08/2024,1211,0,20,,-20,-20,-7027.44,1232.04
05/08/2024,1212,0,0,,0,0,-7027.44,1232.04
06/08/2024,1213,0,30,,-30,-30,-7057.44,1202.04
07/08/2024,1214,0,23,,-23,-23,-7080.44,1179.04
08/08/2024,1215,0,7.5,,-7.5,-7.5,-7087.94,1171.54
09/08/2024,1216,0,51.37,,-51.37,-51.37,-7139.31,1120.17
10/08/2024,1217,0,0,,0,0,-7139.31,1120.17
11/08/2024,1218,0,40,,-40,-40,-7179.31,1080.17
12/08/2024,1219,0,0,,0,0,-7179.31,1080.17
13/08/2024,1220,0,27.9,,-27.9,-27.9,-7207.21,1052.27
14/08/2024,1221,0,69.2,,-69.2,-69.2,-7276.41,983.07
15/08/2024,1222,0,49.6,,-49.6,-49.6,-7326.01,933.47
16/08/2024,1223,0,10,,-10,-10,-7336.01,923.47
17/08/2024,1224,10,86.3,,-76.3,-76.3,-7412.31,847.17
18/08/2024,1225,0,0,,0,0,-7412.31,847.17
19/08/2024,1226,0,51.22,,-51.22,-51.22,-7463.53,795.95
20/08/2024,1227,200,12.5,,187.5,187.5,-7276.03,983.45
21/08/2024,1228,0,25.99,,-25.99,-25.99,-7302.02,957.46
22/08/2024,1229,0,10.7,,-10.7,-10.7,-7312.72,946.76
23/08/2024,1230,0,38.48,,-38.48,-38.48,-7351.2,908.28
24/08/2024,1231,0,10.7,,-10.7,-10.7,-7361.9,897.58
25/08/2024,1232,0,28.7,,-28.7,-28.7,-7390.6,868.88
26/08/2024,1233,0,15,,-15,-15,-7405.6,853.88
27/08/2024,1234,0,22.5,50,-22.5,27.5,-7428.1,881.38
28/08/2024,1235,0,76,,-76,-76,-7504.1,805.38
29/08/2024,1236,0,23.38,,-23.38,-23.38,-7527.48,782
30/08/2024,1237,0,20,,-20,-20,-7547.48,762
31/08/2024,1238,0,19.38,,-19.38,-19.38,-7566.86,742.62
01/09/2024,1239,0,96,,-96,-96,-7662.86,646.62
02/09/2024,1240,150,10.98,,139.02,139.02,-7523.84,785.64
03/09/2024,1241,0,42.41,,-42.41,-42.41,-7566.25,743.23
04/09/2024,1242,0,27.7,,-27.7,-27.7,-7593.95,715.53
05/09/2024,1243,0,21,,-21,-21,-7614.95,694.53
06/09/2024,1244,0,10.9,,-10.9,-10.9,-7625.85,683.63
07/09/2024,1245,0,8.8,,-8.8,-8.8,-7634.65,674.83
08/09/2024,1246,0,0,,0,0,-7634.65,674.83
09/09/2024,1247,0,25,,-25,-25,-7659.65,649.83
10/09/2024,1248,0,0,,0,0,-7659.65,649.83
11/09/2024,1249,0,0,,0,0,-7659.65,649.83
12/09/2024,1250,0,35,,-35,-35,-7694.65,614.83
13/09/2024,1251,10,17.8,,-7.8,-7.8,-7702.45,607.03
14/09/2024,1252,0,6.39,,-6.39,-6.39,-7708.84,600.64
15/09/2024,1253,10,25,,-15,-15,-7723.84,585.64
16/09/2024,1254,0,18.7,,-18.7,-18.7,-7742.54,566.94
17/09/2024,1255,10,35,,-25,-25,-7767.54,541.94
18/09/2024,1256,10,0,,10,10,-7757.54,551.94
19/09/2024,1257,15,5.99,,9.01,9.01,-7748.53,560.95
20/09/2024,1258,170,0,,170,170,-7578.53,730.95
21/09/2024,1259,10,40,,-30,-30,-7608.53,700.95
22/09/2024,1260,15,33.07,,-18.07,-18.07,-7626.6,682.88
23/09/2024,1261,0,0,,0,0,-7626.6,682.88
24/09/2024,1262,0,40,,-40,-40,-7666.6,642.88
25/09/2024,1263,0,10,,-10,-10,-7676.6,632.88
26/09/2024,1264,0,0,,0,0,-7676.6,632.88
27/09/2024,1265,0,29.1,,-29.1,-29.1,-7705.7,603.78
28/09/2024,1266,0,0,,0,0,-7705.7,603.78
29/09/2024,1267,0,25,,-25,-25,-7730.7,578.78
30/09/2024,1268,0,0,,0,0,-7730.7,578.78
01/10/2024,1269,0,0,,0,0,-7730.7,578.78
02/10/2024,1270,0,30,,-30,-30,-7760.7,548.78
03/10/2024,1271,0,0,,0,0,-7760.7,548.78
04/10/2024,1272,10,0,,10,10,-7750.7,558.78
05/10/2024,1273,10,30,,-20,-20,-7770.7,538.78
06/10/2024,1274,10,15.9,,-5.9,-5.9,-7776.6,532.88
07/10/2024,1275,0,20,,-20,-20,-7796.6,512.88
08/10/2024,1276,10,22.1,,-12.1,-12.1,-7808.7,500.78
09/10/2024,1277,92,30,,62,62,-7746.7,562.78
10/10/2024,1278,0,0,,0,0,-7746.7,562.78
11/10/2024,1279,0,13.4,,-13.4,-13.4,-7760.1,549.38
12/10/2024,1280,0,0,,0,0,-7760.1,549.38
13/10/2024,1281,10,30,,-20,-20,-7780.1,529.38
14/10/2024,1282,0,0,,0,0,-7780.1,529.38
15/10/2024,1283,15,15,,0,0,-7780.1,529.38
16/10/2024,1284,15,35,,-20,-20,-7800.1,509.38
17/10/2024,1285,0,10,20,-10,10,-7810.1,519.38
18/10/2024,1286,0,27.8,,-27.8,-27.8,-7837.9,491.58
19/10/2024,1287,10,25.99,,-15.99,-15.99,-7853.89,475.59
20/10/2024,1288,40,0,,40,40,-7813.89,515.59
21/10/2024,1289,10,0,,10,10,-7803.89,525.59
22/10/2024,1290,12,0,,12,12,-7791.89,537.59
23/10/2024,1291,32.5,7.5,,25,25,-7766.89,562.59
24/10/2024,1292,10,57.5,20,-47.5,-27.5,-7814.39,535.09
25/10/2024,1293,15,25,,-10,-10,-7824.39,525.09
26/10/2024,1294,0,46.69,30,-46.69,-16.69,-7871.08,508.4
27/10/2024,1295,0,56.5,,-56.5,-56.5,-7927.58,451.9
28/10/2024,1296,15,20,,-5,-5,-7932.58,446.9
29/10/2024,1297,0,35.8,,-35.8,-35.8,-7968.38,411.1
30/10/2024,1298,25,2.5,,22.5,22.5,-7945.88,433.6
31/10/2024,1299,0,0,,0,0,-7945.88,433.6
01/11/2024,1300,0,30,,-30,-30,-7975.88,403.6
02/11/2024,1301,10,10.5,,-0.5,-0.5,-7976.38,403.1
03/11/2024,1302,10,70.7,,-60.7,-60.7,-8037.08,342.4
04/11/2024,1303,0,30,,-30,-30,-8067.08,312.4
05/11/2024,1304,10,3.8,,6.2,6.2,-8060.88,318.6
06/11/2024,1305,10,13.4,,-3.4,-3.4,-8064.28,315.2
07/11/2024,1306,0,0,,0,0,-8064.28,315.2
08/11/2024,1307,0,60,,-60,-60,-8124.28,255.2
09/11/2024,1308,0,0,,0,0,-8124.28,255.2
10/11/2024,1309,0,17,,-17,-17,-8141.28,238.2
11/11/2024,1310,0,0,,0,0,-8141.28,238.2
12/11/2024,1311,0,0,,0,0,-8141.28,238.2
13/11/2024,1312,30,0,,30,30,-8111.28,268.2
14/11/2024,1313,0,10,,-10,-10,-8121.28,258.2
15/11/2024,1314,10,30,,-20,-20,-8141.28,238.2
16/11/2024,1315,0,13,20,-13,7,-8154.28,245.2
17/11/2024,1316,0,0,,0,0,-8154.28,245.2
18/11/2024,1317,15,100,,-85,-85,-8239.28,160.2
19/11/2024,1318,0,5.99,,-5.99,-5.99,-8245.27,154.21
20/11/2024,1319,275,40,,235,235,-8010.27,389.21
21/11/2024,1320,0,0,,0,0,-8010.27,389.21
22/11/2024,1321,0,0,,0,0,-8010.27,389.21
23/11/2024,1322,0,18.4,,-18.4,-18.4,-8028.67,370.81
24/11/2024,1323,0,20,,-20,-20,-8048.67,350.81
25/11/2024,1324,0,20,,-20,-20,-8068.67,330.81
26/11/2024,1325,0,0,,0,0,-8068.67,330.81
27/11/2024,1326,0,40,,-40,-40,-8108.67,290.81
28/11/2024,1327,0,0,,0,0,-8108.67,290.81
29/11/2024,1328,0,40,,-40,-40,-8148.67,250.81
30/11/2024,1329,0,12.93,,-12.93,-12.93,-8161.6,237.88
01/12/2024,1330,50,70,,-20,-20,-8181.6,217.88
02/12/2024,1331,0,45,,-45,-45,-8226.6,172.88
03/12/2024,1332,0,15,,-15,-15,-8241.6,157.88
04/12/2024,1333,0,40,,-40,-40,-8281.6,117.88
05/12/2024,1334,7.5,2.6,,4.9,4.9,-8276.7,122.78
06/12/2024,1335,20,0,,20,20,-8256.7,142.78
07/12/2024,1336,0,0,,0,0,-8256.7,142.78
08/12/2024,1337,0,0,,0,0,-8256.7,142.78
09/12/2024,1338,0,50,,-50,-50,-8306.7,92.78
10/12/2024,1339,0,15,,-15,-15,-8321.7,77.78
11/12/2024,1340,0,0,,0,0,-8321.7,77.78
12/12/2024,1341,5,0,,5,5,-8316.7,82.78
13/12/2024,1342,0,0,20,0,20,-8316.7,102.78
14/12/2024,1343,15,0,,15,15,-8301.7,117.78
15/12/2024,1344,0,20,50,-20,30,-8321.7,147.78
16/12/2024,1345,0,45,,-45,-45,-8366.7,102.78
17/12/2024,1346,0,0,,0,0,-8366.7,102.78
18/12/2024,1347,0,0,,0,0,-8366.7,102.78
19/12/2024,1348,0,20,,-20,-20,-8386.7,82.78
20/12/2024,1349,20,2.15,10,17.85,27.85,-8368.85,110.63
21/12/2024,1350,0,47.5,,-47.5,-47.5,-8416.35,63.13
22/12/2024,1351,0,1.5,,-1.5,-1.5,-8417.85,61.63
23/12/2024,1352,20,0,,20,20,-8397.85,81.63
24/12/2024,1353,0,0,,0,0,-8397.85,81.63
25/12/2024,1354,0,0,50,0,50,-8397.85,131.63
26/12/2024,1355,0,20,,-20,-20,-8417.85,111.63
27/12/2024,1356,20,0,,20,20,-8397.85,131.63
28/12/2024,1357,0,2.68,,-2.68,-2.68,-8400.53,128.95
29/12/2024,1358,0,20.99,,-20.99,-20.99,-8421.52,107.96
30/12/2024,1359,20,3,,17,17,-8404.52,124.96
31/12/2024,1360,0,7.5,,-7.5,-7.5,-8412.02,117.46
01/01/2025,1361,0,50,,-50,-50,-8462.02,67.46
02/01/2025,1362,20,9.99,,10.01,10.01,-8452.01,77.47
03/01/2025,1363,0,0,,0,0,-8452.01,77.47
04/01/2025,1364,0,0,,0,0,-8452.01,77.47
05/01/2025,1365,0,30,,-30,-30,-8482.01,47.47
06/01/2025,1366,0,0,,0,0,-8482.01,47.47
07/01/2025,1367,100,0,,100,100,-8382.01,147.47
08/01/2025,1368,0,46.4,,-46.4,-46.4,-8428.41,101.07
09/01/2025,1369,15,0,,15,15,-8413.41,116.07
10/01/2025,1370,165,10.32,,154.68,154.68,-8258.73,270.75
11/01/2025,1371,0,0,,0,0,-8258.73,270.75
12/01/2025,1372,0,0,,0,0,-8258.73,270.75
13/01/2025,1373,180,30.7,10,149.3,159.3,-8109.43,430.05
14/01/2025,1374,100,0,,100,100,-8009.43,530.05
15/01/2025,1375,0,0,,0,0,-8009.43,530.05
16/01/2025,1376,0,0,,0,0,-8009.43,530.05
17/01/2025,1377,0,30,,-30,-30,-8039.43,500.05
18/01/2025,1378,0,1.3,,-1.3,-1.3,-8040.73,498.75
19/01/2025,1379,0,7.5,,-7.5,-7.5,-8048.23,491.25
