Date,Day,In,Out,Extra,Daily profit ,Daily profit + extra,Total profit,Total profit + extra
20/01/2025,1380,0,30,,-30,-30,-8078.23,461.25
21/01/2025,1381,0,0,,0,0,-8078.23,461.25
22/01/2025,1382,0,0,,0,0,-8078.23,461.25
23/01/2025,1383,0,0,,0,0,-8078.23,461.25
24/01/2025,1384,0,30,,-30,-30,-8108.23,431.25
25/01/2025,1385,0,70.2,,-70.2,-70.2,-8178.43,361.05
26/01/2025,1386,0,0,,0,0,-8178.43,361.05
27/01/2025,1387,257.5,0,,257.5,257.5,-7920.93,618.55
28/01/2025,1388,50,30,,20,20,-7900.93,638.55
29/01/2025,1389,0,0.99,,-0.99,-0.99,-7901.92,637.56
30/01/2025,1390,0,0.1,,-0.1,-0.1,-7902.02,637.46
31/01/2025,1391,120,40.5,,79.5,79.5,-7822.52,716.96
01/02/2025,1392,0,9.99,,-9.99,-9.99,-7832.51,706.97
02/02/2025,1393,0,0,,0,0,-7832.51,706.97
03/02/2025,1394,0,0,,0,0,-7832.51,706.97
04/02/2025,1395,0,15,20,-15,5,-7847.51,711.97
05/02/2025,1396,0,7.7,,-7.7,-7.7,-7855.21,704.27
06/02/2025,1397,15,30,,-15,-15,-7870.21,689.27
07/02/2025,1398,0,0,,0,0,-7870.21,689.27
08/02/2025,1399,0,0,,0,0,-7870.21,689.27
09/02/2025,1400,0,30,,-30,-30,-7900.21,659.27
10/02/2025,1401,0,62.5,,-62.5,-62.5,-7962.71,596.77
11/02/2025,1402,0,0,,0,0,-7962.71,596.77
12/02/2025,1403,120,7.2,,112.8,112.8,-7849.91,709.57
13/02/2025,1404,0,30,,-30,-30,-7879.91,679.57
14/02/2025,1405,0,0,,0,0,-7879.91,679.57
15/02/2025,1406,0,0,,0,0,-7879.91,679.57
16/02/2025,1407,0,30,,-30,-30,-7909.91,649.57
17/02/2025,1408,0,0,,0,0,-7909.91,649.57
18/02/2025,1409,0,0,,0,0,-7909.91,649.57
19/02/2025,1410,0,0,,0,0,-7909.91,649.57
20/02/2025,1411,155,0,,155,155,-7754.91,804.57
21/02/2025,1412,0,0,,0,0,-7754.91,804.57
22/02/2025,1413,0,1.05,,-1.05,-1.05,-7755.96,803.52
23/02/2025,1414,15,85.26,,-70.26,-70.26,-7826.22,733.26
24/02/2025,1415,0,69.45,,-69.45,-69.45,-7895.67,663.81
25/02/2025,1416,15,0,,15,15,-7880.67,678.81
26/02/2025,1417,0,30,,-30,-30,-7910.67,648.81
27/02/2025,1418,0,38.69,,-38.69,-38.69,-7949.36,610.12
28/02/2025,1419,0,0,,0,0,-7949.36,610.12
01/03/2025,1420,0,0,,0,0,-7949.36,610.12
02/03/2025,1421,0,0,,0,0,-7949.36,610.12
03/03/2025,1422,0,10,,-10,-10,-7959.36,600.12
04/03/2025,1423,0,0,,0,0,-7959.36,600.12
05/03/2025,1424,0,30,1.51,-30,-28.49,-7989.36,571.63
06/03/2025,1425,0,0,,0,0,-7989.36,571.63
07/03/2025,1426,0,0,,0,0,-7989.36,571.63
08/03/2025,1427,0,60,,-60,-60,-8049.36,511.63
09/03/2025,1428,0,0,,0,0,-8049.36,511.63
10/03/2025,1429,0,7.7,,-7.7,-7.7,-8057.06,503.93
11/03/2025,1430,0,15.5,,-15.5,-15.5,-8072.56,488.43
12/03/2025,1431,0,0,,0,0,-8072.56,488.43
13/03/2025,1432,0,0,,0,0,-8072.56,488.43
14/03/2025,1433,0,0,,0,0,-8072.56,488.43
15/03/2025,1434,0,0,,0,0,-8072.56,488.43
16/03/2025,1435,0,0,,0,0,-8072.56,488.43
17/03/2025,1436,12.5,60,,-47.5,-47.5,-8120.06,440.93
18/03/2025,1437,15,0,,15,15,-8105.06,455.93
19/03/2025,1438,0,0,,0,0,-8105.06,455.93
20/03/2025,1439,30,0,,30,30,-8075.06,485.93
21/03/2025,1440,0,0,,0,0,-8075.06,485.93
22/03/2025,1441,0,0,,0,0,-8075.06,485.93
23/03/2025,1442,0,7.7,,-7.7,-7.7,-8082.76,478.23
24/03/2025,1443,10,0,,10,10,-8072.76,488.23
25/03/2025,1444,0,1.3,,-1.3,-1.3,-8074.06,486.93
26/03/2025,1445,0,60,,-60,-60,-8134.06,426.93
27/03/2025,1446,10,0,,10,10,-8124.06,436.93
28/03/2025,1447,20,2.6,,17.4,17.4,-8106.66,454.33
29/03/2025,1448,0,-0.99,,0.99,0.99,-8105.67,455.32
30/03/2025,1449,0,0,,0,0,-8105.67,455.32
31/03/2025,1450,0,0,,0,0,-8105.67,455.32
01/04/2025,1451,0,0,,0,0,-8105.67,455.32
02/04/2025,1452,41.37,89.99,,-48.62,-48.62,-8154.29,406.7
03/04/2025,1453,0,10.7,,-10.7,-10.7,-8164.99,396
04/04/2025,1454,15,0,,15,15,-8149.99,411
05/04/2025,1455,10,0,,10,10,-8139.99,421
06/04/2025,1456,15,0,,15,15,-8124.99,436
07/04/2025,1457,10,0,,10,10,-8114.99,446
08/04/2025,1458,0,0,,0,0,-8114.99,446
09/04/2025,1459,0,2.5,,-2.5,-2.5,-8117.49,443.5
10/04/2025,1460,0,60,,-60,-60,-8177.49,383.5
11/04/2025,1461,30,0,,30,30,-8147.49,413.5
12/04/2025,1462,0,0,,0,0,-8147.49,413.5
13/04/2025,1463,10,1.5,,8.5,8.5,-8138.99,422
14/04/2025,1464,30,0,,30,30,-8108.99,452
15/04/2025,1465,0,0,,0,0,-8108.99,452
16/04/2025,1466,0,0,,0,0,-8108.99,452
17/04/2025,1467,0,7.7,,-7.7,-7.7,-8116.69,444.3
18/04/2025,1468,10,50,,-40,-40,-8156.69,404.3
19/04/2025,1469,0,2.5,,-2.5,-2.5,-8159.19,401.8
20/04/2025,1470,0,1.98,,-1.98,-1.98,-8161.17,399.82
21/04/2025,1471,0,0,,0,0,-8161.17,399.82
22/04/2025,1472,10,0,,10,10,-8151.17,409.82
23/04/2025,1473,0,32.6,,-32.6,-32.6,-8183.77,377.22
24/04/2025,1474,0,0,,0,0,-8183.77,377.22
25/04/2025,1475,0,0,,0,0,-8183.77,377.22
26/04/2025,1476,0,0,,0,0,-8183.77,377.22
27/04/2025,1477,0,40,50,-40,10,-8223.77,387.22
28/04/2025,1478,0,0,,0,0,-8223.77,387.22
29/04/2025,1479,0,16.49,,-16.49,-16.49,-8240.26,370.73
30/04/2025,1480,0,45,,-45,-45,-8285.26,325.73
01/05/2025,1481,0,0,,0,0,-8285.26,325.73
02/05/2025,1482,10,9.99,,0.01,0.01,-8285.25,325.74
03/05/2025,1483,0,17.9,,-17.9,-17.9,-8303.15,307.84
04/05/2025,1484,0,0,,0,0,-8303.15,307.84
05/05/2025,1485,10,0,,10,10,-8293.15,317.84
06/05/2025,1486,0,20,,-20,-20,-8313.15,297.84
07/05/2025,1487,15,0,,15,15,-8298.15,312.84
08/05/2025,1488,10,40,,-30,-30,-8328.15,282.84
09/05/2025,1489,0,0,,0,0,-8328.15,282.84
10/05/2025,1490,0,0,,0,0,-8328.15,282.84
11/05/2025,1491,0,0,,0,0,-8328.15,282.84
12/05/2025,1492,111.25,2.5,,108.75,108.75,-8219.4,391.59
13/05/2025,1493,0,40,,-40,-40,-8259.4,351.59
14/05/2025,1494,40,58.2,,-18.2,-18.2,-8277.6,333.39
15/05/2025,1495,0,2.5,,-2.5,-2.5,-8280.1,330.89
16/05/2025,1496,10,25,,-15,-15,-8295.1,315.89
17/05/2025,1497,0,0,,0,0,-8295.1,315.89
18/05/2025,1498,10,0,,10,10,-8285.1,325.89
19/05/2025,1499,0,2.6,,-2.6,-2.6,-8287.7,323.29
20/05/2025,1500,0,25,,-25,-25,-8312.7,298.29
21/05/2025,1501,0,0,,0,0,-8312.7,298.29
22/05/2025,1502,10,0,,10,10,-8302.7,308.29
23/05/2025,1503,20,10,,10,10,-8292.7,318.29
24/05/2025,1504,0,0,,0,0,-8292.7,318.29
25/05/2025,1505,0,29,,-29,-29,-8321.7,289.29
26/05/2025,1506,10,0.99,,9.01,9.01,-8312.69,298.3
27/05/2025,1507,0,0,,0,0,-8312.69,298.3
28/05/2025,1508,0,0,,0,0,-8312.69,298.3
29/05/2025,1509,0,80,,-80,-80,-8392.69,218.3
30/05/2025,1510,0,30,,-30,-30,-8422.69,188.3
31/05/2025,1511,0,10.8,,-10.8,-10.8,-8433.49,177.5
01/06/2025,1512,150,7.7,,142.3,142.3,-8291.19,319.8
02/06/2025,1513,0,10.98,,-10.98,-10.98,-8302.17,308.82
03/06/2025,1514,0,0,,0,0,-8302.17,308.82
04/06/2025,1515,0,0,,0,0,-8302.17,308.82
05/06/2025,1516,15,40,,-25,-25,-8327.17,283.82
06/06/2025,1517,0,0,,0,0,-8327.17,283.82
07/06/2025,1518,0,0,,0,0,-8327.17,283.82
08/06/2025,1519,0,0,,0,0,-8327.17,283.82
09/06/2025,1520,0,2.5,,-2.5,-2.5,-8329.67,281.32
10/06/2025,1521,97.22,0,,97.22,97.22,-8232.45,378.54
11/06/2025,1522,0,50,,-50,-50,-8282.45,328.54
12/06/2025,1523,100,10.2,,89.8,89.8,-8192.65,418.34
13/06/2025,1524,0,0,,0,0,-8192.65,418.34
14/06/2025,1525,0,0,,0,0,-8192.65,418.34
15/06/2025,1526,0,0,,0,0,-8192.65,418.34
16/06/2025,1527,0,0,,0,0,-8192.65,418.34
17/06/2025,1528,0,0,,0,0,-8192.65,418.34
18/06/2025,1529,0,42.5,,-42.5,-42.5,-8235.15,375.84
19/06/2025,1530,175,0,,175,175,-8060.15,550.84
20/06/2025,1531,0,35.95,60,-35.95,24.05,-8096.1,574.89
21/06/2025,1532,0,0,,0,0,-8096.1,574.89
22/06/2025,1533,0,0,,0,0,-8096.1,574.89
23/06/2025,1534,0,40,,-40,-40,-8136.1,534.89
24/06/2025,1535,0,7.5,,-7.5,-7.5,-8143.6,527.39
25/06/2025,1536,150,0,,150,150,-7993.6,677.39
26/06/2025,1537,0,2.5,,-2.5,-2.5,-7996.1,674.89
27/06/2025,1538,0,0,,0,0,-7996.1,674.89
28/06/2025,1539,0,57.7,,-57.7,-57.7,-8053.8,617.19
29/06/2025,1540,0,0.99,,-0.99,-0.99,-8054.79,616.2
30/06/2025,1541,150,2.5,,147.5,147.5,-7907.29,763.7
01/07/2025,1542,0,0,,0,0,-7907.29,763.7
02/07/2025,1543,0,9.99,,-9.99,-9.99,-7917.28,753.71
03/07/2025,1544,0,0,,0,0,-7917.28,753.71
04/07/2025,1545,0,2.5,,-2.5,-2.5,-7919.78,751.21
05/07/2025,1546,0,20,,-20,-20,-7939.78,731.21
06/07/2025,1547,0,37.9,,-37.9,-37.9,-7977.68,693.31
07/07/2025,1548,135.61,0.63,50,134.98,184.98,-7842.7,878.29
08/07/2025,1549,0,46.85,20,-46.85,-26.85,-7889.55,851.44
09/07/2025,1550,100,16.27,,83.73,83.73,-7805.82,935.17
10/07/2025,1551,0,0,,0,0,-7805.82,935.17
11/07/2025,1552,0,0,,0,0,-7805.82,935.17
12/07/2025,1553,0,20,,-20,-20,-7825.82,915.17
13/07/2025,1554,0,40,,-40,-40,-7865.82,875.17
14/07/2025,1555,0,0,,0,0,-7865.82,875.17
15/07/2025,1556,0,15,,-15,-15,-7880.82,860.17
16/07/2025,1557,0,0,,0,0,-7880.82,860.17
17/07/2025,1558,0,0,,0,0,-7880.82,860.17
18/07/2025,1559,0,20,,-20,-20,-7900.82,840.17
19/07/2025,1560,0,5,,-5,-5,-7905.82,835.17
20/07/2025,1561,0,0,,0,0,-7905.82,835.17
21/07/2025,1562,0,50,,-50,-50,-7955.82,785.17
22/07/2025,1563,0,0,,0,0,-7955.82,785.17
23/07/2025,1564,0,96.1,,-96.1,-96.1,-8051.92,689.07
24/07/2025,1565,0,0,,0,0,-8051.92,689.07
25/07/2025,1566,0,0,,0,0,-8051.92,689.07
26/07/2025,1567,0,0,,0,0,-8051.92,689.07
27/07/2025,1568,0,0,,0,0,-8051.92,689.07
28/07/2025,1569,0,0.99,,-0.99,-0.99,-8052.91,688.08
29/07/2025,1570,0,70,,-70,-70,-8122.91,618.08
30/07/2025,1571,0,10.2,,-10.2,-10.2,-8133.11,607.88
31/07/2025,1572,0,0,,0,0,-8133.11,607.88
01/08/2025,1573,0,0,,0,0,-8133.11,607.88
02/08/2025,1574,0,59.99,,-59.99,-59.99,-8193.1,547.89
03/08/2025,1575,0,0,,0,0,-8193.1,547.89
04/08/2025,1576,0,5,,-5,-5,-8198.1,542.89
05/08/2025,1577,0,0,,0,0,-8198.1,542.89
06/08/2025,1578,0,7.7,,-7.7,-7.7,-8205.8,535.19
07/08/2025,1579,0,1,,-1,-1,-8206.8,534.19
08/08/2025,1580,0,35,,-35,-35,-8241.8,499.19
09/08/2025,1581,0,2.5,,-2.5,-2.5,-8244.3,496.69
10/08/2025,1582,0,15.5,50,-15.5,34.5,-8259.8,531.19
11/08/2025,1583,0,70,,-70,-70,-8329.8,461.19
12/08/2025,1584,0,1.5,,-1.5,-1.5,-8331.3,459.69
13/08/2025,1585,0,10,,-10,-10,-8341.3,449.69
14/08/2025,1586,0,30,,-30,-30,-8371.3,419.69
15/08/2025,1587,0,50,,-50,-50,-8421.3,369.69
16/08/2025,1588,0,9.7,,-9.7,-9.7,-8431,359.99
17/08/2025,1589,0,70,,-70,-70,-8501,289.99
18/08/2025,1590,0,0,,0,0,-8501,289.99
19/08/2025,1591,0,0,,0,0,-8501,289.99
20/08/2025,1592,0,2.5,,-2.5,-2.5,-8503.5,287.49
21/08/2025,1593,0,0,,0,0,-8503.5,287.49
22/08/2025,1594,0,0,,0,0,-8503.5,287.49
23/08/2025,1595,0,0,,0,0,-8503.5,287.49
24/08/2025,1596,0,10.2,20,-10.2,9.8,-8513.7,297.29
25/08/2025,1597,0,60,,-60,-60,-8573.7,237.29
26/08/2025,1598,0,0,,0,0,-8573.7,237.29
27/08/2025,1599,0,0,,0,0,-8573.7,237.29
28/08/2025,1600,0,70,20,-70,-50,-8643.7,187.29
29/08/2025,1601,0,15.99,,-15.99,-15.99,-8659.69,171.3
30/08/2025,1602,0,20,,-20,-20,-8679.69,151.3
31/08/2025,1603,0,10.2,,-10.2,-10.2,-8689.89,141.1
01/09/2025,1604,0,0,,0,0,-8689.89,141.1
02/09/2025,1605,0,9.99,,-9.99,-9.99,-8699.88,131.11
03/09/2025,1606,0,0,,0,0,-8699.88,131.11
04/09/2025,1607,0,0,,0,0,-8699.88,131.11
05/09/2025,1608,0,0,,0,0,-8699.88,131.11
06/09/2025,1609,0,0,,0,0,-8699.88,131.11
07/09/2025,1610,0,0,,0,0,-8699.88,131.11
08/09/2025,1611,0,0,,0,0,-8699.88,131.11
