Time	VCH1
38.4	-6.0
38.4	-8.0
38.8	2.0
38.8	0.0
38.8	-2.0
38.8	-4.0
39.2	8.0
39.2	6.0
39.2	4.0
39.2	2.0
39.2	0.0
39.6	12.0
39.6	10.0
39.6	8.0
39.6	6.0
40.0	16.0
40.0	14.0
40.0	12.0
40.0	10.0
40.4	22.0
40.4	20.0
40.4	18.0
40.4	16.0
40.4	14.0
40.8	28.0
40.8	26.0
40.8	24.0
40.8	22.0
40.8	20.0
41.2	32.0
41.2	30.0
41.2	28.0
41.2	26.0
41.6	34.0
41.6	32.0
41.6	30.0
42.0	40.0
42.0	38.0
42.0	36.0
42.0	34.0
42.0	32.0
42.4	44.0
42.4	42.0
42.4	40.0
42.4	38.0
42.8	50.0
42.8	48.0
42.8	46.0
42.8	44.0
42.8	42.0
43.2	56.0
43.2	54.0
43.2	52.0
43.2	50.0
43.2	48.0
43.6	60.0
43.6	58.0
43.6	56.0
43.6	54.0
44.0	62.0
44.0	60.0
44.0	58.0
44.4	66.0
44.4	64.0
44.4	62.0
44.4	60.0
44.8	72.0
44.8	70.0
44.8	68.0
44.8	66.0
44.8	64.0
45.2	76.0
45.2	74.0
45.2	72.0
45.2	70.0
45.6	80.0
45.6	78.0
45.6	76.0
45.6	74.0
46.0	84.0
46.0	82.0
46.0	80.0
46.0	78.0
46.4	86.0
46.4	84.0
46.4	82.0
46.8	92.0
46.8	90.0
46.8	88.0
46.8	86.0
46.8	84.0
47.2	98.0
47.2	96.0
47.2	94.0
47.2	92.0
47.2	90.0
47.6	102.0
47.6	100.0
47.6	98.0
47.6	96.0
48.0	106.0
48.0	104.0
48.0	102.0
48.0	100.0
48.4	110.0
48.4	108.0
48.4	106.0
48.4	104.0
48.8	112.0
48.8	110.0
48.8	108.0
49.2	116.0
49.2	114.0
49.2	112.0
49.2	110.0
49.6	122.0
49.6	120.0
49.6	118.0
49.6	116.0
49.6	114.0
50.0	126.0
50.0	124.0
50.0	122.0
50.0	120.0
50.4	128.0
50.4	126.0
50.4	124.0
50.8	132.0
50.8	130.0
50.8	128.0
50.8	126.0
51.2	136.0
51.2	134.0
51.2	132.0
51.2	130.0
51.6	140.0
51.6	138.0
51.6	136.0
51.6	134.0
52.0	144.0
52.0	142.0
52.0	140.0
52.0	138.0
52.4	148.0
52.4	146.0
52.4	144.0
52.4	142.0
52.8	152.0
52.8	150.0
52.8	148.0
52.8	146.0
53.2	154.0
53.2	152.0
53.2	150.0
53.6	158.0
53.6	156.0
53.6	154.0
53.6	152.0
54.0	162.0
54.0	160.0
54.0	158.0
54.0	156.0
54.4	166.0
54.4	164.0
54.4	162.0
54.4	160.0
54.8	168.0
54.8	166.0
54.8	164.0
55.2	172.0
55.2	170.0
55.2	168.0
55.2	166.0
55.6	176.0
55.6	174.0
55.6	172.0
55.6	170.0
56.0	178.0
56.0	176.0
56.0	174.0
56.4	178.0
56.4	176.0
56.8	180.0
56.8	178.0
56.8	176.0
56.8	174.0
57.2	184.0
57.2	182.0
57.2	180.0
57.2	178.0
57.6	186.0
57.6	184.0
57.6	182.0
58.0	188.0
58.0	186.0
58.0	184.0
58.0	182.0
58.0	180.0
58.4	194.0
58.4	192.0
58.4	190.0
58.4	188.0
58.4	186.0
58.8	194.0
58.8	192.0
58.8	190.0
59.2	196.0
59.2	194.0
59.2	192.0
59.6	198.0
59.6	196.0
59.6	194.0
60.0	198.0
60.0	196.0
60.0	194.0
60.4	200.0
60.4	198.0
60.4	196.0
60.8	202.0
60.8	200.0
60.8	198.0
61.2	202.0
61.2	200.0
61.6	202.0
61.6	200.0
62.0	202.0
62.0	200.0
62.4	202.0
62.4	200.0
62.8	202.0
62.8	200.0
62.8	198.0
63.2	204.0
63.2	202.0
63.2	200.0
63.6	204.0
63.6	202.0
64.0	206.0
64.0	204.0
64.0	202.0
64.4	208.0
64.4	206.0
64.4	204.0
64.8	206.0
64.8	204.0
64.8	202.0
65.2	204.0
65.2	202.0
65.2	200.0
65.6	202.0
65.6	200.0
65.6	198.0
66.0	204.0
66.0	202.0
66.0	200.0
66.4	202.0
66.4	200.0
66.4	198.0
66.8	200.0
66.8	198.0
67.2	200.0
67.2	198.0
67.2	196.0
67.6	198.0
67.6	196.0
68.0	198.0
68.0	196.0
68.0	194.0
68.4	196.0
68.4	194.0
68.4	192.0
68.4	190.0
68.8	192.0
68.8	190.0
68.8	188.0
69.2	190.0
69.2	188.0
69.2	186.0
69.6	188.0
69.6	186.0
69.6	184.0
69.6	182.0
70.0	184.0
70.0	182.0
70.0	180.0
70.0	178.0
70.4	180.0
70.4	178.0
70.4	176.0
70.8	178.0
70.8	176.0
70.8	174.0
71.2	178.0
71.2	176.0
71.2	174.0
71.6	176.0
71.6	174.0
71.6	172.0
71.6	170.0
71.6	168.0
72.0	170.0
72.0	168.0
72.0	166.0
72.0	164.0
72.4	166.0
72.4	164.0
72.4	162.0
72.4	160.0
72.8	162.0
72.8	160.0
72.8	158.0
72.8	156.0
73.2	158.0
73.2	156.0
73.2	154.0
73.2	152.0
73.6	154.0
73.6	152.0
73.6	150.0
74.0	152.0
74.0	150.0
74.0	148.0
74.0	146.0
74.4	148.0
74.4	146.0
74.4	144.0
74.4	142.0
74.8	144.0
74.8	142.0
74.8	140.0
75.2	142.0
75.2	140.0
75.2	138.0
75.2	136.0
75.6	138.0
75.6	136.0
75.6	134.0
75.6	132.0
75.6	130.0
76.0	132.0
76.0	130.0
76.0	128.0
76.0	126.0
76.4	128.0
76.4	126.0
76.4	124.0
76.8	126.0
76.8	124.0
76.8	122.0
76.8	120.0
77.2	122.0
77.2	120.0
77.2	118.0
77.2	116.0
77.6	118.0
77.6	116.0
77.6	114.0
77.6	112.0
78.0	114.0
78.0	112.0
78.0	110.0
78.0	108.0
78.0	106.0
78.4	108.0
78.4	106.0
78.4	104.0
78.8	106.0
78.8	104.0
78.8	102.0
79.2	104.0
79.2	102.0
79.2	100.0
79.2	98.0
79.2	96.0
79.6	98.0
79.6	96.0
79.6	94.0
79.6	92.0
79.6	90.0
80.0	92.0
80.0	90.0
80.0	88.0
80.0	86.0
80.4	88.0
80.4	86.0
80.4	84.0
80.4	82.0
80.4	80.0
80.4	78.0
80.8	80.0
80.8	78.0
80.8	76.0
80.8	74.0
80.8	72.0
81.2	78.0
81.2	76.0
81.2	74.0
81.6	76.0
81.6	74.0
81.6	72.0
81.6	70.0
81.6	68.0
82.0	70.0
82.0	68.0
82.0	66.0
82.0	64.0
82.4	66.0
82.4	64.0
82.4	62.0
82.4	60.0
82.8	62.0
82.8	60.0
82.8	58.0
82.8	56.0
83.2	58.0
83.2	56.0
83.2	54.0
83.2	52.0
83.6	54.0
83.6	52.0
83.6	50.0
83.6	48.0
84.0	50.0
84.0	48.0
84.0	46.0
84.0	44.0
84.4	46.0
84.4	44.0
84.4	42.0
84.4	40.0
84.4	38.0
84.8	40.0
84.8	38.0
84.8	36.0
84.8	34.0
85.2	36.0
85.2	34.0
85.2	32.0
85.6	34.0
85.6	32.0
85.6	30.0
85.6	28.0
85.6	26.0
86.0	28.0
86.0	26.0
86.0	24.0
86.0	22.0
86.0	20.0
86.4	22.0
86.4	20.0
86.4	18.0
86.4	16.0
86.8	18.0
86.8	16.0
86.8	14.0
86.8	12.0
86.8	10.0
86.8	8.0
87.2	10.0
87.2	8.0
87.2	6.0
87.2	4.0
87.2	2.0
87.6	6.0
87.6	4.0
87.6	2.0
88.0	4.0
88.0	2.0
88.0	0.0
88.0	-2.0
88.4	0.0
88.4	-2.0
88.4	-4.0
88.4	-6.0
88.8	-4.0
88.8	-6.0
88.8	-8.0
88.8	-10.0
88.8	-12.0
89.2	-10.0
89.2	-12.0
89.2	-14.0
89.2	-16.0
89.6	-14.0
89.6	-16.0
89.6	-18.0
89.6	-20.0
89.6	-22.0
90.0	-20.0
90.0	-22.0
90.0	-24.0
90.0	-26.0
90.0	-28.0
90.4	-26.0
90.4	-28.0
90.4	-30.0
90.4	-32.0
90.4	-34.0
90.8	-30.0
90.8	-32.0
90.8	-34.0
91.2	-32.0
91.2	-34.0
91.2	-36.0
91.2	-38.0
91.6	-36.0
91.6	-38.0
91.6	-40.0
91.6	-42.0
91.6	-44.0
92.0	-42.0
92.0	-44.0
92.0	-46.0
92.0	-48.0
92.0	-50.0
92.4	-48.0
92.4	-50.0
92.4	-52.0
92.4	-54.0
92.8	-52.0
92.8	-54.0
92.8	-56.0
93.2	-62.0
93.2	-64.0
93.6	-62.0
93.6	-64.0
93.6	-66.0
93.6	-68.0
94.0	-66.0
94.0	-68.0
94.0	-70.0
94.0	-72.0
94.4	-70.0
94.4	-72.0
94.4	-74.0
94.4	-76.0
94.8	-74.0
94.8	-76.0
94.8	-78.0
94.8	-80.0
95.2	-78.0
95.2	-80.0
95.2	-82.0
95.2	-84.0
95.2	-86.0
95.6	-84.0
95.6	-86.0
95.6	-88.0
95.6	-90.0
95.6	-92.0
96.0	-90.0
96.0	-92.0
96.0	-94.0
96.0	-96.0
96.4	-94.0
96.4	-96.0
96.4	-98.0
96.4	-100.0
96.8	-98.0
96.8	-100.0
96.8	-102.0
96.8	-104.0
97.2	-102.0
97.2	-104.0
97.2	-106.0
97.6	-104.0
97.6	-106.0
97.6	-108.0
97.6	-110.0
98.0	-108.0
98.0	-110.0
98.0	-112.0
98.0	-114.0
98.0	-116.0
98.0	-118.0
98.4	-116.0
98.4	-118.0
98.4	-120.0
98.4	-122.0
98.8	-120.0
98.8	-122.0
98.8	-124.0
99.2	-122.0
99.2	-124.0
99.2	-126.0
99.2	-128.0
99.6	-126.0
99.6	-128.0
99.6	-130.0
100.0	-128.0
100.0	-130.0
100.0	-132.0
100.0	-134.0
100.4	-132.0
100.4	-134.0
100.4	-136.0
100.4	-138.0
100.8	-136.0
100.8	-138.0
100.8	-140.0
100.8	-142.0
101.2	-140.0
101.2	-142.0
101.2	-144.0
101.2	-146.0
101.6	-144.0
101.6	-146.0
101.6	-148.0
101.6	-150.0
102.0	-148.0
102.0	-150.0
102.0	-152.0
102.4	-150.0
102.4	-152.0
102.4	-154.0
102.4	-156.0
102.8	-154.0
102.8	-156.0
102.8	-158.0
102.8	-160.0
103.2	-158.0
103.2	-160.0
103.2	-162.0
103.2	-164.0
103.6	-160.0
103.6	-162.0
103.6	-164.0
103.6	-166.0
104.0	-164.0
104.0	-166.0
104.0	-168.0
104.0	-170.0
104.0	-172.0
104.4	-170.0
104.4	-172.0
104.4	-174.0
104.8	-172.0
104.8	-174.0
104.8	-176.0
105.2	-174.0
105.2	-176.0
105.2	-178.0
105.2	-180.0
105.6	-178.0
105.6	-180.0
105.6	-182.0
106.0	-180.0
106.0	-182.0
106.0	-184.0
106.4	-182.0
106.4	-184.0
106.4	-186.0
106.4	-188.0
106.4	-190.0
106.8	-188.0
106.8	-190.0
106.8	-192.0
106.8	-194.0
107.2	-192.0
107.2	-194.0
107.6	-192.0
107.6	-194.0
107.6	-196.0
108.0	-194.0
108.0	-196.0
108.0	-198.0
108.4	-196.0
108.4	-198.0
108.4	-200.0
108.8	-198.0
108.8	-200.0
108.8	-202.0
108.8	-204.0
109.2	-200.0
109.2	-202.0
109.2	-204.0
109.6	-202.0
109.6	-204.0
109.6	-206.0
109.6	-208.0
110.0	-206.0
110.0	-208.0
110.0	-210.0
110.0	-212.0
110.4	-210.0
110.4	-212.0
110.4	-214.0
110.8	-208.0
110.8	-210.0
110.8	-212.0
111.2	-210.0
111.2	-212.0
111.2	-214.0
111.2	-216.0
111.6	-214.0
111.6	-216.0
111.6	-218.0
112.0	-212.0
112.0	-214.0
112.0	-216.0
112.4	-212.0
112.4	-214.0
112.4	-216.0
112.8	-214.0
112.8	-216.0
112.8	-218.0
112.8	-220.0
113.2	-218.0
113.2	-220.0
113.2	-222.0
113.6	-216.0
113.6	-218.0
113.6	-220.0
114.0	-214.0
114.0	-216.0
114.0	-218.0
114.4	-214.0
114.4	-216.0
114.8	-212.0
114.8	-214.0
114.8	-216.0
115.2	-212.0
115.2	-214.0
115.2	-216.0
115.6	-212.0
115.6	-214.0
115.6	-216.0
115.6	-218.0
115.6	-220.0
116.0	-206.0
116.0	-208.0
116.0	-210.0
116.0	-212.0
116.0	-214.0
116.4	-204.0
116.4	-206.0
116.4	-208.0
116.8	-202.0
116.8	-204.0
116.8	-206.0
117.2	-202.0
117.2	-204.0
117.6	-200.0
117.6	-202.0
117.6	-204.0
118.0	-198.0
118.0	-200.0
118.0	-202.0
118.4	-196.0
118.4	-198.0
118.4	-200.0
118.8	-192.0
118.8	-194.0
118.8	-196.0
118.8	-198.0
119.2	-190.0
119.2	-192.0
119.2	-194.0
119.6	-188.0
119.6	-190.0
119.6	-192.0
120.0	-184.0
120.0	-186.0
120.0	-188.0
120.0	-190.0
120.4	-182.0
120.4	-184.0
120.4	-186.0
120.8	-178.0
120.8	-180.0
120.8	-182.0
120.8	-184.0
121.2	-174.0
121.2	-176.0
121.2	-178.0
121.2	-180.0
121.6	-172.0
121.6	-174.0
121.6	-176.0
122.0	-168.0
122.0	-170.0
122.0	-172.0
122.0	-174.0
122.4	-166.0
122.4	-168.0
122.4	-170.0
122.8	-162.0
122.8	-164.0
122.8	-166.0
122.8	-168.0
123.2	-158.0
123.2	-160.0
123.2	-162.0
123.2	-164.0
123.6	-156.0
123.6	-158.0
123.6	-160.0
124.0	-150.0
124.0	-152.0
124.0	-154.0
124.0	-156.0
124.0	-158.0
124.4	-146.0
124.4	-148.0
124.4	-150.0
124.4	-152.0
124.8	-142.0
124.8	-144.0
124.8	-146.0
124.8	-148.0
125.2	-138.0
125.2	-140.0
125.2	-142.0
125.2	-144.0
125.6	-136.0
125.6	-138.0
125.6	-140.0
126.0	-132.0
126.0	-134.0
126.0	-136.0
126.0	-138.0
126.4	-130.0
126.4	-132.0
126.4	-134.0
126.8	-126.0
126.8	-128.0
126.8	-130.0
126.8	-132.0
127.2	-122.0
127.2	-124.0
127.2	-126.0
127.2	-128.0
127.6	-118.0
127.6	-120.0
127.6	-122.0
127.6	-124.0
128.0	-114.0
128.0	-116.0
128.0	-118.0
128.0	-120.0
128.4	-110.0
128.4	-112.0
128.4	-114.0
128.4	-116.0
128.8	-108.0
128.8	-110.0
128.8	-112.0
129.2	-104.0
129.2	-106.0
129.2	-108.0
129.2	-110.0
129.6	-98.0
129.6	-100.0
129.6	-102.0
129.6	-104.0
129.6	-106.0
130.0	-94.0
130.0	-96.0
130.0	-98.0
130.0	-100.0
130.4	-90.0
130.4	-92.0
130.4	-94.0
130.4	-96.0
130.8	-84.0
130.8	-86.0
130.8	-88.0
130.8	-90.0
130.8	-92.0
131.2	-78.0
131.2	-80.0
131.2	-82.0
131.2	-84.0
131.2	-86.0
131.6	-74.0
131.6	-76.0
131.6	-78.0
131.6	-80.0
132.0	-72.0
132.0	-74.0
132.0	-76.0
132.4	-68.0
132.4	-70.0
132.4	-72.0
132.4	-74.0
132.8	-62.0
132.8	-64.0
132.8	-66.0
132.8	-68.0
132.8	-70.0
133.2	-58.0
133.2	-60.0
133.2	-62.0
133.2	-64.0
133.6	-52.0
134.0	-48.0
134.0	-50.0
134.0	-52.0
134.0	-54.0
134.4	-44.0
134.4	-46.0
134.4	-48.0
134.4	-50.0
134.8	-40.0
134.8	-42.0
134.8	-44.0
134.8	-46.0
135.2	-36.0
135.2	-38.0
135.2	-40.0
135.2	-42.0
135.6	-32.0
135.6	-34.0
135.6	-36.0
135.6	-38.0
136.0	-26.0
136.0	-28.0
136.0	-30.0
136.0	-32.0
136.0	-34.0
136.4	-20.0
136.4	-22.0
136.4	-24.0
136.4	-26.0
136.4	-28.0
136.8	-16.0
136.8	-18.0
136.8	-20.0
136.8	-22.0
137.2	-12.0
137.2	-14.0
137.2	-16.0
137.2	-18.0
137.6	-6.0
137.6	-8.0
137.6	-10.0
137.6	-12.0
137.6	-14.0
138.0	-2.0
138.0	-4.0
138.0	-6.0
138.0	-8.0
138.4	4.0
138.4	2.0
138.4	0.0
138.4	-2.0
138.4	-4.0
138.8	8.0
138.8	6.0
138.8	4.0
138.8	2.0
139.2	10.0
139.2	8.0
139.2	6.0
139.6	16.0
139.6	14.0
139.6	12.0
139.6	10.0
139.6	8.0
140.0	22.0
140.0	20.0
140.0	18.0
140.0	16.0
140.0	14.0
140.4	26.0
140.4	24.0
140.4	22.0
140.4	20.0
140.8	30.0
140.8	28.0
140.8	26.0
140.8	24.0
141.2	32.0
141.2	30.0
141.2	28.0
141.6	36.0
141.6	34.0
141.6	32.0
141.6	30.0
142.0	44.0
142.0	42.0
142.0	40.0
142.0	38.0
142.0	36.0
142.0	34.0
142.4	48.0
142.4	46.0
142.4	44.0
142.4	42.0
142.8	54.0
142.8	52.0
142.8	50.0
142.8	48.0
142.8	46.0
143.2	58.0
143.2	56.0
143.2	54.0
143.2	52.0
143.6	60.0
143.6	58.0
143.6	56.0
144.0	64.0
144.0	62.0
144.0	60.0
144.0	58.0
144.4	70.0
144.4	68.0
144.4	66.0
144.4	64.0
144.4	62.0
144.8	74.0
144.8	72.0
144.8	70.0
144.8	68.0
145.2	78.0
145.2	76.0
145.2	74.0
145.2	72.0
145.6	82.0
145.6	80.0
145.6	78.0
145.6	76.0
146.0	86.0
146.0	84.0
146.0	82.0
146.0	80.0
146.4	90.0
146.4	88.0
146.4	86.0
146.4	84.0
146.8	94.0
146.8	92.0
146.8	90.0
146.8	88.0
147.2	100.0
147.2	98.0
147.2	96.0
147.2	94.0
147.2	92.0
147.6	104.0
147.6	102.0
147.6	100.0
147.6	98.0
148.0	108.0
148.0	106.0
148.0	104.0
148.0	102.0
148.4	110.0
148.4	108.0
148.4	106.0
148.8	114.0
148.8	112.0
148.8	110.0
148.8	108.0
149.2	118.0
149.2	116.0
149.2	114.0
149.2	112.0
149.6	122.0
149.6	120.0
149.6	118.0
149.6	116.0
150.0	126.0
150.0	124.0
150.0	122.0
150.0	120.0
150.4	132.0
150.4	130.0
150.4	128.0
150.4	126.0
150.4	124.0
150.8	134.0
150.8	132.0
150.8	130.0
151.2	138.0
151.2	136.0
151.2	134.0
151.2	132.0
151.6	142.0
151.6	140.0
151.6	138.0
151.6	136.0
152.0	146.0
152.0	144.0
152.0	142.0
152.0	140.0
152.4	150.0
152.4	148.0
152.4	146.0
152.4	144.0
152.8	152.0
152.8	150.0
152.8	148.0
153.2	158.0
153.2	156.0
153.2	154.0
153.2	152.0
153.2	150.0
153.6	162.0
153.6	160.0
153.6	158.0
153.6	156.0
154.0	164.0
154.0	162.0
154.0	160.0
154.4	168.0
154.4	166.0
154.4	164.0
154.4	162.0
154.8	170.0
154.8	168.0
154.8	166.0
155.2	174.0
155.2	172.0
155.2	170.0
155.2	168.0
155.6	176.0
155.6	174.0
155.6	172.0
156.0	180.0
156.0	178.0
156.0	176.0
156.0	174.0
156.4	182.0
156.4	180.0
156.4	178.0
156.8	184.0
156.8	182.0
156.8	180.0
157.2	186.0
157.2	184.0
157.2	182.0
157.6	188.0
157.6	186.0
157.6	184.0
158.0	192.0
158.0	190.0
158.0	188.0
158.0	186.0
158.4	196.0
158.4	194.0
158.4	192.0
158.4	190.0
158.8	200.0
158.8	198.0
158.8	196.0
158.8	194.0
159.2	200.0
159.2	198.0
159.6	200.0
159.6	198.0
159.6	196.0
159.6	194.0
160.0	198.0
160.0	196.0
160.0	194.0
160.0	192.0
160.4	202.0
160.4	200.0
160.4	198.0
160.4	196.0
160.8	202.0
160.8	200.0
161.2	202.0
161.2	200.0
161.6	202.0
161.6	200.0
162.0	202.0
162.0	200.0
162.4	204.0
162.4	202.0
162.4	200.0
162.8	206.0
162.8	204.0
162.8	202.0
163.2	206.0
163.2	204.0
163.2	202.0
163.6	206.0
163.6	204.0
163.6	202.0
164.0	206.0
164.0	204.0
164.0	202.0
164.4	204.0
164.4	202.0
164.4	200.0
164.8	204.0
164.8	202.0
165.2	204.0
165.2	202.0
165.6	204.0
165.6	202.0
165.6	200.0
166.0	202.0
166.0	200.0
166.4	202.0
166.4	200.0
166.4	198.0
166.8	200.0
166.8	198.0
166.8	196.0
167.2	198.0
167.2	196.0
167.6	198.0
167.6	196.0
167.6	194.0
168.0	196.0
168.0	194.0
168.0	192.0
168.4	194.0
168.4	192.0
168.4	190.0
168.8	192.0
168.8	190.0
168.8	188.0
168.8	186.0
169.2	188.0
169.2	186.0
169.2	184.0
169.2	182.0
169.6	184.0
169.6	182.0
169.6	180.0
170.0	182.0
170.0	180.0
170.0	178.0
170.4	180.0
170.4	178.0
170.4	176.0
170.4	174.0
170.8	176.0
170.8	174.0
170.8	172.0
171.2	174.0
171.2	172.0
171.2	170.0
171.2	168.0
171.6	170.0
171.6	168.0
171.6	166.0
171.6	164.0
172.0	166.0
172.0	164.0
172.0	162.0
172.0	160.0
172.4	162.0
172.4	160.0
172.8	162.0
172.8	160.0
172.8	158.0
172.8	156.0
173.2	158.0
173.2	156.0
173.2	154.0
173.2	152.0
173.6	154.0
173.6	152.0
173.6	150.0
174.0	152.0
174.0	150.0
174.0	148.0
174.0	146.0
174.4	148.0
174.4	146.0
174.4	144.0
174.4	142.0
174.4	140.0
174.8	142.0
174.8	140.0
174.8	138.0
174.8	136.0
175.2	138.0
175.2	136.0
175.2	134.0
175.2	132.0
175.6	134.0
175.6	132.0
175.6	130.0
175.6	128.0
176.0	130.0
176.0	128.0
176.0	126.0
176.0	124.0
176.4	126.0
176.4	124.0
176.4	122.0
176.4	120.0
176.8	122.0
176.8	120.0
176.8	118.0
176.8	116.0
177.2	118.0
177.2	116.0
177.2	114.0
177.2	112.0
177.6	114.0
177.6	112.0
177.6	110.0
177.6	108.0
178.0	110.0
178.0	108.0
178.0	106.0
178.4	108.0
178.4	106.0
178.4	104.0
178.4	102.0
178.8	104.0
178.8	102.0
178.8	100.0
