Time	VCH2
µs	mV
0.800000	96.000000
0.800000	96.000000
0.800000	96.000000
0.800000	96.000000
1.200000	98.000000
1.200000	98.000000
1.200000	98.000000
1.200000	98.000000
1.200000	98.000000
1.600000	101.000000
1.600000	101.000000
1.600000	101.000000
1.600000	101.000000
2.000000	105.000000
2.000000	105.000000
2.000000	105.000000
2.400000	108.000000
2.400000	108.000000
2.400000	108.000000
2.400000	108.000000
2.800000	111.000000
2.800000	111.000000
2.800000	111.000000
2.800000	111.000000
3.200000	114.000000
3.200000	114.000000
3.200000	114.000000
3.200000	114.000000
3.600000	117.000000
3.600000	117.000000
3.600000	117.000000
4.000000	119.000000
4.000000	119.000000
4.000000	119.000000
4.000000	119.000000
4.400000	119.000000
4.400000	119.000000
4.400000	119.000000
4.800000	122.000000
4.800000	122.000000
4.800000	122.000000
4.800000	122.000000
5.200000	126.000000
5.200000	126.000000
5.200000	126.000000
5.200000	126.000000
5.600000	128.000000
5.600000	128.000000
5.600000	128.000000
5.600000	128.000000
6.000000	131.000000
6.000000	131.000000
6.000000	131.000000
6.400000	134.000000
6.400000	134.000000
6.400000	134.000000
6.800000	136.000000
6.800000	136.000000
6.800000	136.000000
6.800000	136.000000
7.200000	139.000000
7.200000	139.000000
7.200000	139.000000
7.600000	140.000000
7.600000	140.000000
7.600000	140.000000
8.000000	141.000000
8.000000	141.000000
8.000000	141.000000
8.400000	142.000000
8.400000	142.000000
8.400000	142.000000
8.400000	142.000000
8.800000	143.000000
8.800000	143.000000
8.800000	143.000000
9.200000	145.000000
9.200000	145.000000
9.200000	145.000000
9.600000	147.000000
9.600000	147.000000
9.600000	147.000000
10.000000	148.000000
10.000000	148.000000
10.000000	148.000000
10.400000	150.000000
10.400000	150.000000
10.400000	150.000000
10.800000	151.000000
10.800000	151.000000
10.800000	151.000000
11.200000	150.000000
11.200000	150.000000
11.600000	153.000000
11.600000	153.000000
12.000000	155.000000
12.000000	155.000000
12.000000	155.000000
12.400000	153.000000
12.400000	153.000000
12.400000	153.000000
12.800000	154.000000
12.800000	154.000000
12.800000	154.000000
13.200000	155.000000
13.200000	155.000000
13.600000	155.000000
13.600000	155.000000
13.600000	155.000000
14.000000	154.000000
14.000000	154.000000
14.400000	155.000000
14.400000	155.000000
14.400000	155.000000
14.800000	155.000000
14.800000	155.000000
15.200000	155.000000
15.200000	155.000000
15.200000	155.000000
15.600000	154.000000
15.600000	154.000000
16.000000	152.000000
16.000000	152.000000
16.000000	152.000000
16.400000	151.000000
16.400000	151.000000
16.400000	151.000000
16.800000	150.000000
16.800000	150.000000
16.800000	150.000000
16.800000	150.000000
17.200000	149.000000
17.200000	149.000000
17.200000	149.000000
17.600000	149.000000
17.600000	149.000000
18.000000	147.000000
18.000000	147.000000
18.000000	147.000000
18.400000	144.000000
18.400000	144.000000
18.400000	144.000000
18.400000	144.000000
18.800000	142.000000
18.800000	142.000000
18.800000	142.000000
19.200000	141.000000
19.200000	141.000000
19.200000	141.000000
19.200000	141.000000
19.600000	139.000000
19.600000	139.000000
20.000000	137.000000
20.000000	137.000000
20.000000	137.000000
20.400000	136.000000
20.400000	136.000000
20.400000	136.000000
20.400000	136.000000
20.400000	136.000000
20.800000	134.000000
20.800000	134.000000
20.800000	134.000000
20.800000	134.000000
21.200000	131.000000
21.200000	131.000000
21.200000	131.000000
21.600000	128.000000
21.600000	128.000000
21.600000	128.000000
22.000000	124.000000
22.000000	124.000000
