Time	VCH1
47.2	116.0
47.2	114.0
47.2	112.0
47.2	110.0
47.6	120.0
47.6	118.0
47.6	116.0
47.6	114.0
48.0	126.0
48.0	124.0
48.0	122.0
48.0	120.0
48.0	118.0
48.4	130.0
48.4	128.0
48.4	126.0
48.4	124.0
48.8	134.0
48.8	132.0
48.8	130.0
48.8	128.0
49.2	138.0
49.2	136.0
49.2	134.0
49.2	132.0
49.6	144.0
49.6	142.0
49.6	140.0
49.6	138.0
49.6	136.0
50.0	150.0
50.0	148.0
50.0	146.0
50.0	144.0
50.0	142.0
50.4	152.0
50.4	150.0
50.4	148.0
50.8	156.0
50.8	154.0
50.8	152.0
50.8	150.0
51.2	160.0
51.2	158.0
51.2	156.0
51.2	154.0
51.6	164.0
51.6	162.0
51.6	160.0
51.6	158.0
52.0	168.0
52.0	166.0
52.0	164.0
52.0	162.0
52.4	172.0
52.4	170.0
52.4	168.0
52.4	166.0
52.8	174.0
52.8	172.0
52.8	170.0
53.2	178.0
53.2	176.0
53.2	174.0
53.2	172.0
53.6	182.0
53.6	180.0
53.6	178.0
53.6	176.0
54.0	186.0
54.0	184.0
54.0	182.0
54.0	180.0
54.4	190.0
54.4	188.0
54.4	186.0
54.4	184.0
54.8	192.0
54.8	190.0
54.8	188.0
55.2	196.0
55.2	194.0
55.2	192.0
55.2	190.0
55.6	198.0
55.6	196.0
55.6	194.0
56.0	200.0
56.0	198.0
56.0	196.0
56.4	202.0
56.4	200.0
56.4	198.0
56.8	206.0
56.8	204.0
56.8	202.0
56.8	200.0
57.2	208.0
57.2	206.0
57.2	204.0
57.6	210.0
57.6	208.0
57.6	206.0
58.0	212.0
58.0	210.0
58.0	208.0
58.4	214.0
58.4	212.0
58.4	210.0
58.8	216.0
58.8	214.0
58.8	212.0
59.2	218.0
59.2	216.0
59.2	214.0
59.6	220.0
59.6	218.0
59.6	216.0
60.0	220.0
60.0	218.0
60.4	222.0
60.4	220.0
60.4	218.0
60.8	222.0
60.8	220.0
61.2	222.0
61.2	220.0
61.6	222.0
61.6	220.0
62.0	222.0
62.0	220.0
62.4	222.0
62.4	220.0
62.8	222.0
62.8	220.0
63.2	222.0
63.2	220.0
63.6	222.0
63.6	220.0
64.0	222.0
64.0	220.0
64.4	222.0
64.4	220.0
64.4	218.0
64.8	222.0
64.8	220.0
65.2	222.0
65.2	220.0
65.2	218.0
65.6	220.0
65.6	218.0
66.0	220.0
66.0	218.0
66.0	216.0
66.0	214.0
66.4	216.0
66.4	214.0
66.4	212.0
66.8	214.0
66.8	212.0
66.8	210.0
67.2	212.0
67.2	210.0
67.2	208.0
67.6	210.0
67.6	208.0
67.6	206.0
68.0	208.0
68.0	206.0
68.0	204.0
68.0	202.0
68.4	204.0
68.4	202.0
68.4	200.0
68.8	202.0
68.8	200.0
68.8	198.0
68.8	196.0
69.2	198.0
69.2	196.0
69.2	194.0
69.6	196.0
69.6	194.0
69.6	192.0
70.0	194.0
70.0	192.0
70.0	190.0
70.0	188.0
70.4	190.0
70.4	188.0
70.4	186.0
70.8	188.0
70.8	186.0
70.8	184.0
70.8	182.0
71.2	184.0
71.2	182.0
71.2	180.0
71.2	178.0
71.6	180.0
71.6	178.0
71.6	176.0
72.0	178.0
72.0	176.0
72.0	174.0
72.0	172.0
72.4	174.0
72.4	172.0
72.4	170.0
72.4	168.0
72.8	170.0
72.8	168.0
72.8	166.0
72.8	164.0
73.2	166.0
73.2	164.0
73.2	162.0
73.2	160.0
73.2	158.0
73.6	160.0
73.6	158.0
73.6	156.0
73.6	154.0
74.0	156.0
74.0	154.0
74.0	152.0
74.0	150.0
74.4	152.0
74.4	150.0
74.4	148.0
74.4	146.0
74.8	148.0
74.8	146.0
74.8	144.0
74.8	142.0
74.8	140.0
75.2	142.0
75.2	140.0
75.2	138.0
75.2	136.0
75.6	138.0
75.6	136.0
75.6	134.0
76.0	136.0
76.0	134.0
76.0	132.0
76.4	134.0
76.4	132.0
76.4	130.0
76.4	128.0
76.4	126.0
76.4	124.0
76.8	126.0
76.8	124.0
76.8	122.0
76.8	120.0
76.8	118.0
77.2	120.0
77.2	118.0
77.2	116.0
77.2	114.0
77.6	116.0
77.6	114.0
77.6	112.0
77.6	110.0
78.0	112.0
78.0	110.0
78.0	108.0
78.0	106.0
78.4	108.0
78.4	106.0
78.4	104.0
78.4	102.0
78.8	104.0
78.8	102.0
78.8	100.0
78.8	98.0
78.8	96.0
79.2	98.0
79.2	96.0
79.2	94.0
79.2	92.0
79.6	94.0
79.6	92.0
79.6	90.0
79.6	88.0
80.0	90.0
80.0	88.0
80.0	86.0
80.0	84.0
80.0	82.0
80.4	84.0
80.4	82.0
80.4	80.0
80.4	78.0
80.8	80.0
80.8	78.0
80.8	76.0
80.8	74.0
80.8	72.0
81.2	74.0
81.2	72.0
81.2	70.0
81.2	68.0
81.6	70.0
81.6	68.0
81.6	66.0
81.6	64.0
81.6	62.0
82.0	64.0
82.0	62.0
82.0	60.0
82.4	62.0
82.4	60.0
82.4	58.0
82.4	56.0
82.8	58.0
82.8	56.0
82.8	54.0
82.8	52.0
82.8	50.0
83.2	52.0
83.2	50.0
83.2	48.0
83.2	46.0
83.2	44.0
83.6	46.0
83.6	44.0
83.6	42.0
83.6	40.0
83.6	38.0
84.0	40.0
84.0	38.0
84.0	36.0
84.4	38.0
84.4	36.0
84.4	34.0
84.4	32.0
84.8	34.0
84.8	32.0
84.8	30.0
84.8	28.0
84.8	26.0
85.2	28.0
85.2	26.0
85.2	24.0
85.2	22.0
85.2	20.0
85.6	22.0
85.6	20.0
85.6	18.0
85.6	16.0
86.0	18.0
86.0	16.0
86.0	14.0
86.0	12.0
86.4	14.0
86.4	12.0
86.4	10.0
86.4	8.0
86.4	6.0
86.8	8.0
86.8	6.0
86.8	4.0
86.8	2.0
86.8	0.0
87.2	2.0
87.2	0.0
87.2	-2.0
87.2	-4.0
87.2	-6.0
87.6	-4.0
87.6	-6.0
87.6	-8.0
87.6	-10.0
88.0	-8.0
88.0	-10.0
88.0	-12.0
88.0	-14.0
88.4	-12.0
88.4	-14.0
88.4	-16.0
88.4	-18.0
88.4	-20.0
88.4	-22.0
88.8	-20.0
88.8	-22.0
88.8	-24.0
88.8	-26.0
89.2	-24.0
89.2	-26.0
89.2	-28.0
89.2	-30.0
89.6	-28.0
89.6	-30.0
89.6	-32.0
89.6	-34.0
89.6	-36.0
90.0	-34.0
90.0	-36.0
90.0	-38.0
90.0	-40.0
90.4	-38.0
90.4	-40.0
90.4	-42.0
90.4	-44.0
90.8	-42.0
90.8	-44.0
90.8	-46.0
90.8	-48.0
90.8	-50.0
90.8	-52.0
91.2	-50.0
91.2	-52.0
91.2	-54.0
91.2	-56.0
91.6	-54.0
91.6	-56.0
91.6	-58.0
92.0	-56.0
92.0	-58.0
92.0	-60.0
92.0	-62.0
92.0	-64.0
92.4	-62.0
92.4	-64.0
92.4	-66.0
92.4	-68.0
92.4	-70.0
92.8	-68.0
92.8	-70.0
92.8	-72.0
92.8	-74.0
93.2	-72.0
93.2	-74.0
93.2	-76.0
93.2	-78.0
93.2	-80.0
93.6	-78.0
93.6	-80.0
93.6	-82.0
93.6	-84.0
94.0	-82.0
94.0	-84.0
94.0	-86.0
94.0	-88.0
94.0	-90.0
94.4	-88.0
94.4	-90.0
94.4	-92.0
94.4	-94.0
94.8	-92.0
94.8	-94.0
94.8	-96.0
94.8	-98.0
95.2	-96.0
95.2	-98.0
95.2	-100.0
95.2	-102.0
95.6	-100.0
95.6	-102.0
95.6	-104.0
95.6	-106.0
96.0	-104.0
96.0	-106.0
96.0	-108.0
96.0	-110.0
96.0	-112.0
96.4	-110.0
96.4	-112.0
96.4	-114.0
96.4	-116.0
96.4	-118.0
96.8	-116.0
96.8	-118.0
96.8	-120.0
96.8	-122.0
97.2	-120.0
97.2	-122.0
97.2	-124.0
97.6	-122.0
97.6	-124.0
97.6	-126.0
97.6	-128.0
98.0	-126.0
98.0	-128.0
98.0	-130.0
98.0	-132.0
98.0	-134.0
98.4	-132.0
98.4	-134.0
98.4	-136.0
98.4	-138.0
98.8	-136.0
98.8	-138.0
98.8	-140.0
98.8	-142.0
98.8	-144.0
99.2	-142.0
99.2	-144.0
99.2	-146.0
99.2	-148.0
99.6	-146.0
99.6	-148.0
99.6	-150.0
100.0	-148.0
100.0	-150.0
100.0	-152.0
100.0	-154.0
100.4	-152.0
100.4	-154.0
100.4	-156.0
100.4	-158.0
100.8	-156.0
100.8	-158.0
100.8	-160.0
101.2	-158.0
101.2	-160.0
101.2	-162.0
101.2	-164.0
101.2	-166.0
101.6	-164.0
101.6	-166.0
101.6	-168.0
101.6	-170.0
102.0	-168.0
102.0	-170.0
102.0	-172.0
102.4	-170.0
102.4	-172.0
102.4	-174.0
102.4	-176.0
102.8	-174.0
102.8	-176.0
102.8	-178.0
102.8	-180.0
103.2	-178.0
103.2	-180.0
103.2	-182.0
103.2	-184.0
103.2	-186.0
103.6	-184.0
103.6	-186.0
103.6	-188.0
103.6	-190.0
104.0	-188.0
104.0	-190.0
104.4	-188.0
104.4	-190.0
104.4	-192.0
104.8	-190.0
104.8	-192.0
104.8	-194.0
104.8	-196.0
105.2	-194.0
105.2	-196.0
105.2	-198.0
105.2	-200.0
105.6	-198.0
105.6	-200.0
105.6	-202.0
105.6	-204.0
105.6	-206.0
106.0	-204.0
106.0	-206.0
106.0	-208.0
106.4	-206.0
106.4	-208.0
106.4	-210.0
106.8	-208.0
106.8	-210.0
106.8	-212.0
106.8	-214.0
107.2	-212.0
107.2	-214.0
107.6	-212.0
107.6	-214.0
107.6	-216.0
108.0	-214.0
108.0	-216.0
108.0	-218.0
108.4	-216.0
108.4	-218.0
108.4	-220.0
108.8	-218.0
108.8	-220.0
108.8	-222.0
109.2	-220.0
109.2	-222.0
109.2	-224.0
109.6	-222.0
109.6	-224.0
109.6	-226.0
110.0	-224.0
110.0	-226.0
110.4	-224.0
110.4	-226.0
110.4	-228.0
110.8	-226.0
110.8	-228.0
110.8	-230.0
111.2	-228.0
111.2	-230.0
111.6	-228.0
111.6	-230.0
112.0	-228.0
112.0	-230.0
112.0	-232.0
112.4	-230.0
112.4	-232.0
112.4	-234.0
112.8	-228.0
112.8	-230.0
112.8	-232.0
113.2	-228.0
113.2	-230.0
113.6	-228.0
113.6	-230.0
113.6	-232.0
114.0	-226.0
114.0	-228.0
114.0	-230.0
114.4	-226.0
114.4	-228.0
114.4	-230.0
114.8	-222.0
114.8	-224.0
114.8	-226.0
114.8	-228.0
115.2	-222.0
115.2	-224.0
115.6	-220.0
115.6	-222.0
115.6	-224.0
116.0	-216.0
116.0	-218.0
116.0	-220.0
116.0	-222.0
116.4	-216.0
116.4	-218.0
116.8	-214.0
116.8	-216.0
116.8	-218.0
117.2	-210.0
117.2	-212.0
117.2	-214.0
117.2	-216.0
117.6	-208.0
117.6	-210.0
117.6	-212.0
118.0	-206.0
118.0	-208.0
118.0	-210.0
118.4	-202.0
118.4	-204.0
118.4	-206.0
118.4	-208.0
118.8	-200.0
118.8	-202.0
118.8	-204.0
119.2	-198.0
119.2	-200.0
119.2	-202.0
119.6	-194.0
119.6	-196.0
119.6	-198.0
119.6	-200.0
120.0	-190.0
120.0	-192.0
120.0	-194.0
120.0	-196.0
120.4	-188.0
120.4	-190.0
120.4	-192.0
120.8	-184.0
120.8	-186.0
120.8	-188.0
120.8	-190.0
121.2	-180.0
121.2	-182.0
121.2	-184.0
121.2	-186.0
121.6	-176.0
121.6	-178.0
121.6	-180.0
121.6	-182.0
122.0	-172.0
122.0	-174.0
122.0	-176.0
122.0	-178.0
122.4	-168.0
122.4	-170.0
122.4	-172.0
122.4	-174.0
122.8	-166.0
122.8	-168.0
122.8	-170.0
123.2	-162.0
123.2	-164.0
123.2	-166.0
123.2	-168.0
123.6	-158.0
123.6	-160.0
123.6	-162.0
123.6	-164.0
124.0	-154.0
124.0	-156.0
124.0	-158.0
124.0	-160.0
124.4	-148.0
124.4	-150.0
124.4	-152.0
124.4	-154.0
124.4	-156.0
124.8	-144.0
124.8	-146.0
124.8	-148.0
124.8	-150.0
125.2	-140.0
125.2	-142.0
125.2	-144.0
125.2	-146.0
125.6	-136.0
125.6	-138.0
125.6	-140.0
125.6	-142.0
126.0	-132.0
126.0	-134.0
126.0	-136.0
126.0	-138.0
126.4	-130.0
126.4	-132.0
126.4	-134.0
126.8	-126.0
126.8	-128.0
126.8	-130.0
126.8	-132.0
127.2	-122.0
127.2	-124.0
127.2	-126.0
127.2	-128.0
127.6	-116.0
127.6	-118.0
127.6	-120.0
127.6	-122.0
127.6	-124.0
128.0	-112.0
128.0	-114.0
128.0	-116.0
128.0	-118.0
128.4	-106.0
128.4	-108.0
128.4	-110.0
128.4	-112.0
128.4	-114.0
128.8	-102.0
128.8	-104.0
128.8	-106.0
128.8	-108.0
129.2	-98.0
129.2	-100.0
129.2	-102.0
129.2	-104.0
129.6	-94.0
129.6	-96.0
129.6	-98.0
129.6	-100.0
130.0	-88.0
130.0	-90.0
130.0	-92.0
130.0	-94.0
130.0	-96.0
130.4	-82.0
130.4	-84.0
130.4	-86.0
130.4	-88.0
130.4	-90.0
130.8	-76.0
130.8	-78.0
130.8	-80.0
130.8	-82.0
130.8	-84.0
131.2	-74.0
131.2	-76.0
131.2	-78.0
131.6	-70.0
131.6	-72.0
131.6	-74.0
131.6	-76.0
132.0	-64.0
132.0	-66.0
132.0	-68.0
132.0	-70.0
132.0	-72.0
132.4	-56.0
132.4	-58.0
132.4	-60.0
132.4	-62.0
132.4	-64.0
132.4	-66.0
132.8	-52.0
132.8	-54.0
132.8	-56.0
132.8	-58.0
133.2	-48.0
133.2	-50.0
133.2	-52.0
133.2	-54.0
133.6	-44.0
133.6	-46.0
133.6	-48.0
133.6	-50.0
134.0	-38.0
134.0	-40.0
134.0	-42.0
134.0	-44.0
134.0	-46.0
134.4	-34.0
134.4	-36.0
134.4	-38.0
134.4	-40.0
134.8	-30.0
134.8	-32.0
134.8	-34.0
134.8	-36.0
135.2	-24.0
135.2	-26.0
135.2	-28.0
135.2	-30.0
135.2	-32.0
135.6	-20.0
135.6	-22.0
135.6	-24.0
135.6	-26.0
136.0	-14.0
136.0	-16.0
136.0	-18.0
136.0	-20.0
136.0	-22.0
136.4	-8.0
136.4	-10.0
136.4	-12.0
136.4	-14.0
136.4	-16.0
136.8	-4.0
136.8	-6.0
136.8	-8.0
136.8	-10.0
137.2	0.0
137.2	-2.0
137.2	-4.0
137.2	-6.0
137.6	4.0
137.6	2.0
137.6	0.0
137.6	-2.0
138.0	10.0
138.0	8.0
138.0	6.0
138.0	4.0
138.0	2.0
138.4	18.0
138.4	16.0
138.4	14.0
138.4	12.0
138.4	10.0
138.4	8.0
138.8	22.0
138.8	20.0
138.8	18.0
138.8	16.0
139.2	26.0
139.2	24.0
139.2	22.0
139.2	20.0
139.6	32.0
139.6	30.0
139.6	28.0
139.6	26.0
139.6	24.0
140.0	36.0
140.0	34.0
140.0	32.0
140.0	30.0
140.4	40.0
140.4	38.0
140.4	36.0
140.4	34.0
140.8	46.0
140.8	44.0
140.8	42.0
140.8	40.0
140.8	38.0
141.2	52.0
141.2	50.0
141.2	48.0
141.2	46.0
141.2	44.0
141.6	58.0
141.6	56.0
141.6	54.0
141.6	52.0
141.6	50.0
142.0	62.0
142.0	60.0
142.0	58.0
142.0	56.0
142.4	64.0
142.4	62.0
142.4	60.0
142.8	68.0
142.8	66.0
142.8	64.0
142.8	62.0
143.2	74.0
143.2	72.0
143.2	70.0
143.2	68.0
143.2	66.0
143.6	78.0
143.6	76.0
143.6	74.0
143.6	72.0
144.0	84.0
144.0	82.0
144.0	80.0
144.0	78.0
144.0	76.0
144.4	88.0
144.4	86.0
144.4	84.0
144.4	82.0
144.8	92.0
144.8	90.0
144.8	88.0
144.8	86.0
145.2	96.0
145.2	94.0
145.2	92.0
145.2	90.0
145.6	102.0
145.6	100.0
145.6	98.0
145.6	96.0
145.6	94.0
146.0	106.0
146.0	104.0
146.0	102.0
146.0	100.0
146.4	110.0
146.4	108.0
146.4	106.0
146.4	104.0
146.8	114.0
146.8	112.0
146.8	110.0
146.8	108.0
147.2	118.0
147.2	116.0
147.2	114.0
147.2	112.0
147.6	124.0
147.6	122.0
147.6	120.0
147.6	118.0
147.6	116.0
148.0	128.0
148.0	126.0
148.0	124.0
148.0	122.0
148.4	132.0
148.4	130.0
148.4	128.0
148.4	126.0
148.8	136.0
148.8	134.0
148.8	132.0
148.8	130.0
149.2	142.0
149.2	140.0
149.2	138.0
149.2	136.0
149.2	134.0
149.6	148.0
149.6	146.0
149.6	144.0
149.6	142.0
149.6	140.0
150.0	152.0
150.0	150.0
150.0	148.0
150.0	146.0
150.4	156.0
150.4	154.0
150.4	152.0
150.4	150.0
150.8	158.0
150.8	156.0
150.8	154.0
151.2	162.0
151.2	160.0
151.2	158.0
151.2	156.0
151.6	166.0
151.6	164.0
151.6	162.0
151.6	160.0
152.0	170.0
152.0	168.0
152.0	166.0
152.0	164.0
152.4	174.0
152.4	172.0
152.4	170.0
152.4	168.0
152.8	178.0
152.8	176.0
152.8	174.0
152.8	172.0
153.2	180.0
153.2	178.0
153.2	176.0
153.6	184.0
153.6	182.0
153.6	180.0
153.6	178.0
154.0	188.0
154.0	186.0
154.0	184.0
154.0	182.0
154.4	190.0
154.4	188.0
154.4	186.0
154.8	194.0
154.8	192.0
154.8	190.0
154.8	188.0
155.2	196.0
155.2	194.0
155.2	192.0
155.6	198.0
155.6	196.0
155.6	194.0
155.6	192.0
156.0	202.0
156.0	200.0
156.0	198.0
156.0	196.0
156.4	204.0
156.4	202.0
156.4	200.0
156.8	208.0
156.8	206.0
156.8	204.0
156.8	202.0
157.2	210.0
157.2	208.0
157.2	206.0
157.6	210.0
157.6	208.0
158.0	212.0
158.0	210.0
158.0	208.0
158.4	216.0
158.4	214.0
158.4	212.0
158.4	210.0
158.8	218.0
158.8	216.0
158.8	214.0
159.2	218.0
159.2	216.0
159.6	220.0
159.6	218.0
159.6	216.0
160.0	222.0
160.0	220.0
160.0	218.0
160.4	222.0
160.4	220.0
160.8	222.0
160.8	220.0
161.2	222.0
161.2	220.0
161.6	222.0
161.6	220.0
162.0	222.0
162.0	220.0
162.4	222.0
162.4	220.0
162.8	222.0
162.8	220.0
163.2	222.0
163.2	220.0
163.2	218.0
163.6	220.0
163.6	218.0
163.6	216.0
164.0	222.0
164.0	220.0
164.0	218.0
164.4	222.0
164.4	220.0
164.8	222.0
164.8	220.0
164.8	218.0
165.2	220.0
165.2	218.0
165.2	216.0
165.6	218.0
165.6	216.0
166.0	218.0
166.0	216.0
166.0	214.0
166.4	216.0
166.4	214.0
166.4	212.0
166.4	210.0
166.8	212.0
166.8	210.0
166.8	208.0
167.2	210.0
167.2	208.0
167.2	206.0
167.6	210.0
167.6	208.0
167.6	206.0
167.6	204.0
168.0	206.0
168.0	204.0
168.0	202.0
168.0	200.0
168.4	202.0
168.4	200.0
168.4	198.0
168.8	200.0
168.8	198.0
168.8	196.0
168.8	194.0
169.2	196.0
169.2	194.0
169.2	192.0
169.6	194.0
169.6	192.0
169.6	190.0
170.0	192.0
170.0	190.0
170.0	188.0
170.0	186.0
170.4	188.0
170.4	186.0
170.4	184.0
170.4	182.0
170.8	184.0
170.8	182.0
170.8	180.0
170.8	178.0
171.2	180.0
171.2	178.0
171.2	176.0
171.6	178.0
171.6	176.0
171.6	174.0
171.6	172.0
172.0	174.0
172.0	172.0
172.0	170.0
172.0	168.0
172.4	170.0
172.4	168.0
172.4	166.0
172.4	164.0
172.8	166.0
172.8	164.0
172.8	162.0
172.8	160.0
173.2	162.0
173.2	160.0
173.2	158.0
173.2	156.0
173.2	154.0
173.6	156.0
173.6	154.0
173.6	152.0
174.0	154.0
174.0	152.0
174.0	150.0
174.0	148.0
174.4	150.0
174.4	148.0
174.4	146.0
