n	Σ(1/n^2)
1663	1.644332925
1664	1.644333286
1665	1.644333647
1666	1.644334007
1667	1.644334367
1668	1.644334726
1669	1.644335085
1670	1.644335444
1671	1.644335802
1672	1.644336160
1673	1.644336517
1674	1.644336874
1675	1.644337230
1676	1.644337586
1677	1.644337942
1678	1.644338297
1679	1.644338652
1680	1.644339006
1681	1.644339360
1682	1.644339713
1683	1.644340066
1684	1.644340419
1685	1.644340771
1686	1.644341123
1687	1.644341474
1688	1.644341825
1689	1.644342176
1690	1.644342526
1691	1.644342876
1692	1.644343225
1693	1.644343574
1694	1.644343922
1695	1.644344270
1696	1.644344618
1697	1.644344965
1698	1.644345312
1699	1.644345659
1700	1.644346005
1701	1.644346350
1702	1.644346695
1703	1.644347040
1704	1.644347385
1705	1.644347729
1706	1.644348072
1707	1.644348415
1708	1.644348758
1709	1.644349101
1710	1.644349442
1711	1.644349784
1712	1.644350125
1713	1.644350466
1714	1.644350806
1715	1.644351146
1716	1.644351486
1717	1.644351825
1718	1.644352164
1719	1.644352502
1720	1.644352840
1721	1.644353178
1722	1.644353515
1723	1.644353852
1724	1.644354189
1725	1.644354525
1726	1.644354860
1727	1.644355196
1728	1.644355531
1729	1.644355865
1730	1.644356199
1731	1.644356533
1732	1.644356866
1733	1.644357199
1734	1.644357532
1735	1.644357864
1736	1.644358196
1737	1.644358527
1738	1.644358858
1739	1.644359189
1740	1.644359519
1741	1.644359849
1742	1.644360179
1743	1.644360508
1744	1.644360837
1745	1.644361165
1746	1.644361493
1747	1.644361821
1748	1.644362148
1749	1.644362475
1750	1.644362802
1751	1.644363128
1752	1.644363453
1753	1.644363779
1754	1.644364104
1755	1.644364429
1756	1.644364753
1757	1.644365077
1758	1.644365400
1759	1.644365724
1760	1.644366046
1761	1.644366369
1762	1.644366691
1763	1.644367013
1764	1.644367334
1765	1.644367655
1766	1.644367976
1767	1.644368296
1768	1.644368616
1769	1.644368935
1770	1.644369255
1771	1.644369573
1772	1.644369892
1773	1.644370210
1774	1.644370528
1775	1.644370845
1776	1.644371162
1777	1.644371479
1778	1.644371795
1779	1.644372111
1780	1.644372427
1781	1.644372742
1782	1.644373057
1783	1.644373372
1784	1.644373686
1785	1.644374000
1786	1.644374313
1787	1.644374626
1788	1.644374939
1789	1.644375252
1790	1.644375564
1791	1.644375875
1792	1.644376187
1793	1.644376498
1794	1.644376809
1795	1.644377119
1796	1.644377429
1797	1.644377739
1798	1.644378048
1799	1.644378357
1800	1.644378666
1801	1.644378974
1802	1.644379282
1803	1.644379589
1804	1.644379897
1805	1.644380204
1806	1.644380510
1807	1.644380817
1808	1.644381122
1809	1.644381428
1810	1.644381733
1811	1.644382038
1812	1.644382343
1813	1.644382647
1814	1.644382951
1815	1.644383254
1816	1.644383558
1817	1.644383861
1818	1.644384163
1819	1.644384465
1820	1.644384767
1821	1.644385069
1822	1.644385370
1823	1.644385671
1824	1.644385971
1825	1.644386272
1826	1.644386572
1827	1.644386871
1828	1.644387170
1829	1.644387469
1830	1.644387768
1831	1.644388066
1832	1.644388364
1833	1.644388662
1834	1.644388959
1835	1.644389256
1836	1.644389553
1837	1.644389849
1838	1.644390145
1839	1.644390441
1840	1.644390736
1841	1.644391031
1842	1.644391326
1843	1.644391620
1844	1.644391915
1845	1.644392208
1846	1.644392502
1847	1.644392795
1848	1.644393088
1849	1.644393380
1850	1.644393672
1851	1.644393964
1852	1.644394256
1853	1.644394547
1854	1.644394838
1855	1.644395129
1856	1.644395419
1857	1.644395709
1858	1.644395999
1859	1.644396288
1860	1.644396577
1861	1.644396866
1862	1.644397154
1863	1.644397442
1864	1.644397730
1865	1.644398018
1866	1.644398305
1867	1.644398592
1868	1.644398878
1869	1.644399164
1870	1.644399450
1871	1.644399736
1872	1.644400021
1873	1.644400307
1874	1.644400591
1875	1.644400876
1876	1.644401160
1877	1.644401444
1878	1.644401727
1879	1.644402010
1880	1.644402293
1881	1.644402576
1882	1.644402858
1883	1.644403140
1884	1.644403422
1885	1.644403704
1886	1.644403985
1887	1.644404266
1888	1.644404546
1889	1.644404826
1890	1.644405106
1891	1.644405386
1892	1.644405665
1893	1.644405944
1894	1.644406223
1895	1.644406502
1896	1.644406780
1897	1.644407058
1898	1.644407335
1899	1.644407613
1900	1.644407890
1901	1.644408166
1902	1.644408443
1903	1.644408719
1904	1.644408995
1905	1.644409270
1906	1.644409545
1907	1.644409820
1908	1.644410095
1909	1.644410370
1910	1.644410644
1911	1.644410918
1912	1.644411191
1913	1.644411464
1914	1.644411737
1915	1.644412010
1916	1.644412282
1917	1.644412554
1918	1.644412826
1919	1.644413098
1920	1.644413369
1921	1.644413640
1922	1.644413911
1923	1.644414181
1924	1.644414451
1925	1.644414721
1926	1.644414991
1927	1.644415260
1928	1.644415529
1929	1.644415798
1930	1.644416066
1931	1.644416335
1932	1.644416602
1933	1.644416870
1934	1.644417137
1935	1.644417404
1936	1.644417671
1937	1.644417938
1938	1.644418204
1939	1.644418470
1940	1.644418736
1941	1.644419001
1942	1.644419266
1943	1.644419531
1944	1.644419796
1945	1.644420060
1946	1.644420324
1947	1.644420588
1948	1.644420852
1949	1.644421115
1950	1.644421378
1951	1.644421641
1952	1.644421903
1953	1.644422165
1954	1.644422427
1955	1.644422689
1956	1.644422950
1957	1.644423211
1958	1.644423472
1959	1.644423733
1960	1.644423993
1961	1.644424253
1962	1.644424513
1963	1.644424772
1964	1.644425031
1965	1.644425290
1966	1.644425549
1967	1.644425808
1968	1.644426066
1969	1.644426324
1970	1.644426581
1971	1.644426839
1972	1.644427096
1973	1.644427353
1974	1.644427610
1975	1.644427866
1976	1.644428122
1977	1.644428378
1978	1.644428633
1979	1.644428889
1980	1.644429144
1981	1.644429399
1982	1.644429653
1983	1.644429908
1984	1.644430162
1985	1.644430415
1986	1.644430669
1987	1.644430922
1988	1.644431175
1989	1.644431428
1990	1.644431681
1991	1.644431933
1992	1.644432185
1993	1.644432437
1994	1.644432688
1995	1.644432939
1996	1.644433190
1997	1.644433441
1998	1.644433692
1999	1.644433942
2000	1.644434192
2001	1.644434442
2002	1.644434691
2003	1.644434940
2004	1.644435189
2005	1.644435438
2006	1.644435687
2007	1.644435935
2008	1.644436183
2009	1.644436431
2010	1.644436678
2011	1.644436925
2012	1.644437172
2013	1.644437419
2014	1.644437666
2015	1.644437912
2016	1.644438158
2017	1.644438404
2018	1.644438649
2019	1.644438895
2020	1.644439140
2021	1.644439385
2022	1.644439629
2023	1.644439874
2024	1.644440118
2025	1.644440362
2026	1.644440605
2027	1.644440849
2028	1.644441092
2029	1.644441335
2030	1.644441577
2031	1.644441820
2032	1.644442062
2033	1.644442304
2034	1.644442546
2035	1.644442787
2036	1.644443028
2037	1.644443269
2038	1.644443510
2039	1.644443751
2040	1.644443991
2041	1.644444231
2042	1.644444471
2043	1.644444710
2044	1.644444950
2045	1.644445189
2046	1.644445428
2047	1.644445666
2048	1.644445905
2049	1.644446143
2050	1.644446381
2051	1.644446619
2052	1.644446856
2053	1.644447093
2054	1.644447330
2055	1.644447567
2056	1.644447804
2057	1.644448040
2058	1.644448276
2059	1.644448512
2060	1.644448748
2061	1.644448983
2062	1.644449218
2063	1.644449453
2064	1.644449688
2065	1.644449923
2066	1.644450157
2067	1.644450391
2068	1.644450625
2069	1.644450858
2070	1.644451092
2071	1.644451325
2072	1.644451558
2073	1.644451791
2074	1.644452023
2075	1.644452255
2076	1.644452487
2077	1.644452719
2078	1.644452951
2079	1.644453182
2080	1.644453413
2081	1.644453644
2082	1.644453875
2083	1.644454105
2084	1.644454336
2085	1.644454566
2086	1.644454795
2087	1.644455025
2088	1.644455254
2089	1.644455483
2090	1.644455712
2091	1.644455941
2092	1.644456170
2093	1.644456398
2094	1.644456626
2095	1.644456854
2096	1.644457081
2097	1.644457309
2098	1.644457536
2099	1.644457763
2100	1.644457990
2101	1.644458216
2102	1.644458443
2103	1.644458669
2104	1.644458895
2105	1.644459120
2106	1.644459346
2107	1.644459571
2108	1.644459796
2109	1.644460021
2110	1.644460245
2111	1.644460470
2112	1.644460694
2113	1.644460918
2114	1.644461142
2115	1.644461365
2116	1.644461589
2117	1.644461812
2118	1.644462035
2119	1.644462257
2120	1.644462480
2121	1.644462702
2122	1.644462924
2123	1.644463146
2124	1.644463368
2125	1.644463589
2126	1.644463811
2127	1.644464032
2128	1.644464252
2129	1.644464473
2130	1.644464693
2131	1.644464914
2132	1.644465134
2133	1.644465353
2134	1.644465573
2135	1.644465792
2136	1.644466012
2137	1.644466231
2138	1.644466449
2139	1.644466668
2140	1.644466886
2141	1.644467104
2142	1.644467322
2143	1.644467540
2144	1.644467758
2145	1.644467975
2146	1.644468192
2147	1.644468409
2148	1.644468626
2149	1.644468842
2150	1.644469059
2151	1.644469275
2152	1.644469491
2153	1.644469707
2154	1.644469922
2155	1.644470137
2156	1.644470353
2157	1.644470567
2158	1.644470782
2159	1.644470997
2160	1.644471211
2161	1.644471425
2162	1.644471639
2163	1.644471853
2164	1.644472066
2165	1.644472280
2166	1.644472493
2167	1.644472706
2168	1.644472919
2169	1.644473131
2170	1.644473344
2171	1.644473556
2172	1.644473768
2173	1.644473979
2174	1.644474191
2175	1.644474402
2176	1.644474614
2177	1.644474825
2178	1.644475035
2179	1.644475246
2180	1.644475456
2181	1.644475667
2182	1.644475877
2183	1.644476087
2184	1.644476296
2185	1.644476506
2186	1.644476715
2187	1.644476924
2188	1.644477133
2189	1.644477342
2190	1.644477550
2191	1.644477758
2192	1.644477967
2193	1.644478174
2194	1.644478382
2195	1.644478590
2196	1.644478797
2197	1.644479004
2198	1.644479211
2199	1.644479418
2200	1.644479625
2201	1.644479831
2202	1.644480037
2203	1.644480243
2204	1.644480449
2205	1.644480655
2206	1.644480860
2207	1.644481066
2208	1.644481271
2209	1.644481476
2210	1.644481681
2211	1.644481885
2212	1.644482089
2213	1.644482294
2214	1.644482498
2215	1.644482701
2216	1.644482905
2217	1.644483109
2218	1.644483312
2219	1.644483515
2220	1.644483718
2221	1.644483921
2222	1.644484123
2223	1.644484325
2224	1.644484528
2225	1.644484730
2226	1.644484931
2227	1.644485133
2228	1.644485335
2229	1.644485536
2230	1.644485737
2231	1.644485938
2232	1.644486139
2233	1.644486339
2234	1.644486539
2235	1.644486740
2236	1.644486940
2237	1.644487139
2238	1.644487339
2239	1.644487539
2240	1.644487738
2241	1.644487937
2242	1.644488136
2243	1.644488335
2244	1.644488533
2245	1.644488732
2246	1.644488930
2247	1.644489128
2248	1.644489326
2249	1.644489524
2250	1.644489721
2251	1.644489919
2252	1.644490116
2253	1.644490313
2254	1.644490510
2255	1.644490706
2256	1.644490903
2257	1.644491099
2258	1.644491295
2259	1.644491491
2260	1.644491687
2261	1.644491882
2262	1.644492078
2263	1.644492273
2264	1.644492468
2265	1.644492663
2266	1.644492858
2267	1.644493053
2268	1.644493247
2269	1.644493441
2270	1.644493635
2271	1.644493829
2272	1.644494023
2273	1.644494216
2274	1.644494410
2275	1.644494603
2276	1.644494796
2277	1.644494989
2278	1.644495182
2279	1.644495374
2280	1.644495567
2281	1.644495759
2282	1.644495951
2283	1.644496143
2284	1.644496334
2285	1.644496526
2286	1.644496717
2287	1.644496908
2288	1.644497099
2289	1.644497290
2290	1.644497481
2291	1.644497671
2292	1.644497862
2293	1.644498052
2294	1.644498242
2295	1.644498432
2296	1.644498622
2297	1.644498811
2298	1.644499001
2299	1.644499190
2300	1.644499379
2301	1.644499568
2302	1.644499756
2303	1.644499945
2304	1.644500133
2305	1.644500321
2306	1.644500510
2307	1.644500697
2308	1.644500885
2309	1.644501073
2310	1.644501260
2311	1.644501447
2312	1.644501634
2313	1.644501821
2314	1.644502008
2315	1.644502195
2316	1.644502381
2317	1.644502567
2318	1.644502754
2319	1.644502939
2320	1.644503125
2321	1.644503311
2322	1.644503496
2323	1.644503682
2324	1.644503867
2325	1.644504052
2326	1.644504237
2327	1.644504421
2328	1.644504606
2329	1.644504790
2330	1.644504974
2331	1.644505158
2332	1.644505342
2333	1.644505526
2334	1.644505710
2335	1.644505893
2336	1.644506076
2337	1.644506259
2338	1.644506442
2339	1.644506625
2340	1.644506808
2341	1.644506990
2342	1.644507173
2343	1.644507355
2344	1.644507537
2345	1.644507719
2346	1.644507900
2347	1.644508082
2348	1.644508263
2349	1.644508444
2350	1.644508625
2351	1.644508806
2352	1.644508987
2353	1.644509168
2354	1.644509348
2355	1.644509529
2356	1.644509709
2357	1.644509889
2358	1.644510069
2359	1.644510248
2360	1.644510428
2361	1.644510607
2362	1.644510786
2363	1.644510966
2364	1.644511144
2365	1.644511323
2366	1.644511502
2367	1.644511680
2368	1.644511859
2369	1.644512037
2370	1.644512215
2371	1.644512393
2372	1.644512571
2373	1.644512748
2374	1.644512926
2375	1.644513103
2376	1.644513280
2377	1.644513457
2378	1.644513634
2379	1.644513810
2380	1.644513987
2381	1.644514163
2382	1.644514340
2383	1.644514516
2384	1.644514692
2385	1.644514868
2386	1.644515043
2387	1.644515219
2388	1.644515394
2389	1.644515569
2390	1.644515744
2391	1.644515919
2392	1.644516094
2393	1.644516269
2394	1.644516443
2395	1.644516617
2396	1.644516792
2397	1.644516966
2398	1.644517140
2399	1.644517313
2400	1.644517487
2401	1.644517660
2402	1.644517834
2403	1.644518007
2404	1.644518180
2405	1.644518353
2406	1.644518526
2407	1.644518698
2408	1.644518871
2409	1.644519043
2410	1.644519215
2411	1.644519387
2412	1.644519559
2413	1.644519731
2414	1.644519902
2415	1.644520074
2416	1.644520245
2417	1.644520416
2418	1.644520587
2419	1.644520758
2420	1.644520929
2421	1.644521100
2422	1.644521270
2423	1.644521440
2424	1.644521611
2425	1.644521781
2426	1.644521951
2427	1.644522120
2428	1.644522290
2429	1.644522460
2430	1.644522629
2431	1.644522798
2432	1.644522967
2433	1.644523136
2434	1.644523305
2435	1.644523474
2436	1.644523642
2437	1.644523810
2438	1.644523979
2439	1.644524147
2440	1.644524315
2441	1.644524483
2442	1.644524650
2443	1.644524818
2444	1.644524985
2445	1.644525153
2446	1.644525320
2447	1.644525487
2448	1.644525654
2449	1.644525820
2450	1.644525987
2451	1.644526153
2452	1.644526320
2453	1.644526486
2454	1.644526652
2455	1.644526818
2456	1.644526984
2457	1.644527149
2458	1.644527315
2459	1.644527480
2460	1.644527645
2461	1.644527811
2462	1.644527975
2463	1.644528140
2464	1.644528305
2465	1.644528470
2466	1.644528634
2467	1.644528798
2468	1.644528963
2469	1.644529127
2470	1.644529290
2471	1.644529454
2472	1.644529618
2473	1.644529781
2474	1.644529945
2475	1.644530108
2476	1.644530271
2477	1.644530434
2478	1.644530597
2479	1.644530760
2480	1.644530922
2481	1.644531085
2482	1.644531247
2483	1.644531409
2484	1.644531571
2485	1.644531733
2486	1.644531895
2487	1.644532057
2488	1.644532218
2489	1.644532380
2490	1.644532541
2491	1.644532702
2492	1.644532863
2493	1.644533024
2494	1.644533185
2495	1.644533346
2496	1.644533506
2497	1.644533666
2498	1.644533827
2499	1.644533987
2500	1.644534147
2501	1.644534307
2502	1.644534466
2503	1.644534626
2504	1.644534786
2505	1.644534945
2506	1.644535104
2507	1.644535263
2508	1.644535422
2509	1.644535581
2510	1.644535740
2511	1.644535898
2512	1.644536057
2513	1.644536215
2514	1.644536373
2515	1.644536532
2516	1.644536690
2517	1.644536847
2518	1.644537005
2519	1.644537163
2520	1.644537320
2521	1.644537478
2522	1.644537635
2523	1.644537792
2524	1.644537949
2525	1.644538106
2526	1.644538262
2527	1.644538419
2528	1.644538575
2529	1.644538732
2530	1.644538888
2531	1.644539044
2532	1.644539200
2533	1.644539356
2534	1.644539512
2535	1.644539667
2536	1.644539823
2537	1.644539978
2538	1.644540133
2539	1.644540289
2540	1.644540444
2541	1.644540598
2542	1.644540753
2543	1.644540908
2544	1.644541062
2545	1.644541217
2546	1.644541371
2547	1.644541525
2548	1.644541679
2549	1.644541833
2550	1.644541987
2551	1.644542141
2552	1.644542294
2553	1.644542448
2554	1.644542601
2555	1.644542754
2556	1.644542907
2557	1.644543060
2558	1.644543213
2559	1.644543366
2560	1.644543518
2561	1.644543671
2562	1.644543823
2563	1.644543975
2564	1.644544127
2565	1.644544279
2566	1.644544431
2567	1.644544583
2568	1.644544735
2569	1.644544886
2570	1.644545037
2571	1.644545189
2572	1.644545340
2573	1.644545491
2574	1.644545642
2575	1.644545793
2576	1.644545943
2577	1.644546094
2578	1.644546244
2579	1.644546395
2580	1.644546545
2581	1.644546695
2582	1.644546845
2583	1.644546995
2584	1.644547145
2585	1.644547294
2586	1.644547444
2587	1.644547593
2588	1.644547743
2589	1.644547892
2590	1.644548041
2591	1.644548190
2592	1.644548339
2593	1.644548488
2594	1.644548636
2595	1.644548785
2596	1.644548933
2597	1.644549081
2598	1.644549229
2599	1.644549377
2600	1.644549525
2601	1.644549673
2602	1.644549821
2603	1.644549969
2604	1.644550116
2605	1.644550263
2606	1.644550411
2607	1.644550558
2608	1.644550705
2609	1.644550852
2610	1.644550998
2611	1.644551145
2612	1.644551292
2613	1.644551438
2614	1.644551585
2615	1.644551731
2616	1.644551877
2617	1.644552023
2618	1.644552169
2619	1.644552315
2620	1.644552460
2621	1.644552606
2622	1.644552751
2623	1.644552897
2624	1.644553042
2625	1.644553187
2626	1.644553332
2627	1.644553477
2628	1.644553622
2629	1.644553766
2630	1.644553911
2631	1.644554055
2632	1.644554200
2633	1.644554344
2634	1.644554488
2635	1.644554632
2636	1.644554776
2637	1.644554920
2638	1.644555064
2639	1.644555207
2640	1.644555351
2641	1.644555494
2642	1.644555637
2643	1.644555780
2644	1.644555924
2645	1.644556066
2646	1.644556209
2647	1.644556352
2648	1.644556495
2649	1.644556637
2650	1.644556780
2651	1.644556922
2652	1.644557064
2653	1.644557206
2654	1.644557348
2655	1.644557490
2656	1.644557632
2657	1.644557773
2658	1.644557915
2659	1.644558056
2660	1.644558198
2661	1.644558339
2662	1.644558480
2663	1.644558621
2664	1.644558762
2665	1.644558903
2666	1.644559043
2667	1.644559184
2668	1.644559324
2669	1.644559465
2670	1.644559605
2671	1.644559745
2672	1.644559885
2673	1.644560025
2674	1.644560165
2675	1.644560305
2676	1.644560445
2677	1.644560584
2678	1.644560724
2679	1.644560863
2680	1.644561002
2681	1.644561141
2682	1.644561280
2683	1.644561419
2684	1.644561558
2685	1.644561697
2686	1.644561835
2687	1.644561974
2688	1.644562112
2689	1.644562251
2690	1.644562389
2691	1.644562527
2692	1.644562665
2693	1.644562803
2694	1.644562940
2695	1.644563078
2696	1.644563216
2697	1.644563353
2698	1.644563491
2699	1.644563628
2700	1.644563765
2701	1.644563902
2702	1.644564039
2703	1.644564176
2704	1.644564313
2705	1.644564449
2706	1.644564586
2707	1.644564722
2708	1.644564859
2709	1.644564995
2710	1.644565131
2711	1.644565267
2712	1.644565403
2713	1.644565539
2714	1.644565675
2715	1.644565811
2716	1.644565946
2717	1.644566082
2718	1.644566217
2719	1.644566352
2720	1.644566487
2721	1.644566622
2722	1.644566757
2723	1.644566892
2724	1.644567027
2725	1.644567162
2726	1.644567296
2727	1.644567431
2728	1.644567565
2729	1.644567699
2730	1.644567834
2731	1.644567968
2732	1.644568102
2733	1.644568236
2734	1.644568369
2735	1.644568503
2736	1.644568637
2737	1.644568770
2738	1.644568903
2739	1.644569037
2740	1.644569170
2741	1.644569303
2742	1.644569436
2743	1.644569569
2744	1.644569702
2745	1.644569834
2746	1.644569967
2747	1.644570100
2748	1.644570232
2749	1.644570364
2750	1.644570497
2751	1.644570629
2752	1.644570761
2753	1.644570893
2754	1.644571025
2755	1.644571156
2756	1.644571288
2757	1.644571420
2758	1.644571551
2759	1.644571682
2760	1.644571814
2761	1.644571945
2762	1.644572076
2763	1.644572207
2764	1.644572338
2765	1.644572469
2766	1.644572599
2767	1.644572730
2768	1.644572860
2769	1.644572991
2770	1.644573121
2771	1.644573251
2772	1.644573382
2773	1.644573512
2774	1.644573642
2775	1.644573771
2776	1.644573901
2777	1.644574031
2778	1.644574160
2779	1.644574290
2780	1.644574419
2781	1.644574549
2782	1.644574678
2783	1.644574807
2784	1.644574936
2785	1.644575065
2786	1.644575194
2787	1.644575322
2788	1.644575451
2789	1.644575580
2790	1.644575708
2791	1.644575837
2792	1.644575965
2793	1.644576093
2794	1.644576221
2795	1.644576349
2796	1.644576477
2797	1.644576605
2798	1.644576733
2799	1.644576860
2800	1.644576988
2801	1.644577115
2802	1.644577243
2803	1.644577370
2804	1.644577497
2805	1.644577624
2806	1.644577751
2807	1.644577878
2808	1.644578005
2809	1.644578132
2810	1.644578258
2811	1.644578385
2812	1.644578511
2813	1.644578638
2814	1.644578764
2815	1.644578890
2816	1.644579016
2817	1.644579142
2818	1.644579268
2819	1.644579394
2820	1.644579520
2821	1.644579645
2822	1.644579771
2823	1.644579896
2824	1.644580022
2825	1.644580147
2826	1.644580272
2827	1.644580398
2828	1.644580523
2829	1.644580648
2830	1.644580772
2831	1.644580897
2832	1.644581022
2833	1.644581146
2834	1.644581271
2835	1.644581395
2836	1.644581520
2837	1.644581644
2838	1.644581768
2839	1.644581892
2840	1.644582016
2841	1.644582140
2842	1.644582264
2843	1.644582388
2844	1.644582511
2845	1.644582635
2846	1.644582758
2847	1.644582882
2848	1.644583005
2849	1.644583128
2850	1.644583251
2851	1.644583374
2852	1.644583497
2853	1.644583620
2854	1.644583743
2855	1.644583865
2856	1.644583988
2857	1.644584111
2858	1.644584233
2859	1.644584355
2860	1.644584478
2861	1.644584600
2862	1.644584722
2863	1.644584844
2864	1.644584966
2865	1.644585088
2866	1.644585209
2867	1.644585331
2868	1.644585453
2869	1.644585574
2870	1.644585695
2871	1.644585817
2872	1.644585938
2873	1.644586059
2874	1.644586180
2875	1.644586301
2876	1.644586422
2877	1.644586543
2878	1.644586664
2879	1.644586784
2880	1.644586905
2881	1.644587025
2882	1.644587146
2883	1.644587266
2884	1.644587386
2885	1.644587506
2886	1.644587627
2887	1.644587747
2888	1.644587866
2889	1.644587986
2890	1.644588106
2891	1.644588226
2892	1.644588345
2893	1.644588465
2894	1.644588584
2895	1.644588703
2896	1.644588823
2897	1.644588942
2898	1.644589061
2899	1.644589180
2900	1.644589299
2901	1.644589418
2902	1.644589536
2903	1.644589655
2904	1.644589774
2905	1.644589892
2906	1.644590010
2907	1.644590129
2908	1.644590247
2909	1.644590365
2910	1.644590483
2911	1.644590601
2912	1.644590719
2913	1.644590837
2914	1.644590955
2915	1.644591073
2916	1.644591190
2917	1.644591308
2918	1.644591425
2919	1.644591542
2920	1.644591660
2921	1.644591777
2922	1.644591894
2923	1.644592011
2924	1.644592128
2925	1.644592245
2926	1.644592362
2927	1.644592478
2928	1.644592595
2929	1.644592712
2930	1.644592828
2931	1.644592945
2932	1.644593061
2933	1.644593177
2934	1.644593293
2935	1.644593409
2936	1.644593525
2937	1.644593641
2938	1.644593757
2939	1.644593873
2940	1.644593989
2941	1.644594104
2942	1.644594220
2943	1.644594335
2944	1.644594451
2945	1.644594566
2946	1.644594681
2947	1.644594796
2948	1.644594911
2949	1.644595026
2950	1.644595141
2951	1.644595256
2952	1.644595371
2953	1.644595486
2954	1.644595600
2955	1.644595715
2956	1.644595829
2957	1.644595943
2958	1.644596058
2959	1.644596172
2960	1.644596286
2961	1.644596400
2962	1.644596514
2963	1.644596628
2964	1.644596742
2965	1.644596856
2966	1.644596969
2967	1.644597083
2968	1.644597196
2969	1.644597310
2970	1.644597423
2971	1.644597536
2972	1.644597650
2973	1.644597763
2974	1.644597876
2975	1.644597989
2976	1.644598102
2977	1.644598215
2978	1.644598327
2979	1.644598440
2980	1.644598553
2981	1.644598665
2982	1.644598778
2983	1.644598890
2984	1.644599002
2985	1.644599115
2986	1.644599227
2987	1.644599339
2988	1.644599451
2989	1.644599563
2990	1.644599675
2991	1.644599786
2992	1.644599898
2993	1.644600010
2994	1.644600121
2995	1.644600233
2996	1.644600344
2997	1.644600456
2998	1.644600567
2999	1.644600678
3000	1.644600789
3001	1.644600900
3002	1.644601011
3003	1.644601122
3004	1.644601233
3005	1.644601344
3006	1.644601454
3007	1.644601565
3008	1.644601675
3009	1.644601786
3010	1.644601896
3011	1.644602006
3012	1.644602117
3013	1.644602227
3014	1.644602337
3015	1.644602447
3016	1.644602557
3017	1.644602667
3018	1.644602776
3019	1.644602886
3020	1.644602996
3021	1.644603105
3022	1.644603215
3023	1.644603324
3024	1.644603434
3025	1.644603543
3026	1.644603652
3027	1.644603761
3028	1.644603870
3029	1.644603979
3030	1.644604088
3031	1.644604197
3032	1.644604306
3033	1.644604415
3034	1.644604523
3035	1.644604632
3036	1.644604740
3037	1.644604849
3038	1.644604957
3039	1.644605065
3040	1.644605174
3041	1.644605282
3042	1.644605390
3043	1.644605498
3044	1.644605606
3045	1.644605714
3046	1.644605821
3047	1.644605929
3048	1.644606037
3049	1.644606144
3050	1.644606252
3051	1.644606359
3052	1.644606467
3053	1.644606574
3054	1.644606681
3055	1.644606788
3056	1.644606895
3057	1.644607002
3058	1.644607109
3059	1.644607216
3060	1.644607323
3061	1.644607430
3062	1.644607536
3063	1.644607643
3064	1.644607749
3065	1.644607856
3066	1.644607962
3067	1.644608068
3068	1.644608175
3069	1.644608281
3070	1.644608387
3071	1.644608493
3072	1.644608599
3073	1.644608705
3074	1.644608811
3075	1.644608916
3076	1.644609022
3077	1.644609128
3078	1.644609233
3079	1.644609339
3080	1.644609444
3081	1.644609550
3082	1.644609655
3083	1.644609760
3084	1.644609865
3085	1.644609970
3086	1.644610075
3087	1.644610180
3088	1.644610285
3089	1.644610390
3090	1.644610495
3091	1.644610599
3092	1.644610704
3093	1.644610808
3094	1.644610913
3095	1.644611017
3096	1.644611122
3097	1.644611226
3098	1.644611330
3099	1.644611434
3100	1.644611538
3101	1.644611642
3102	1.644611746
3103	1.644611850
3104	1.644611954
3105	1.644612058
3106	1.644612161
3107	1.644612265
3108	1.644612368
3109	1.644612472
3110	1.644612575
3111	1.644612678
3112	1.644612782
3113	1.644612885
3114	1.644612988
3115	1.644613091
3116	1.644613194
3117	1.644613297
3118	1.644613400
3119	1.644613503
3120	1.644613605
3121	1.644613708
3122	1.644613811
3123	1.644613913
3124	1.644614016
3125	1.644614118
3126	1.644614220
3127	1.644614323
3128	1.644614425
3129	1.644614527
3130	1.644614629
3131	1.644614731
3132	1.644614833
3133	1.644614935
3134	1.644615037
3135	1.644615138
3136	1.644615240
3137	1.644615342
3138	1.644615443
3139	1.644615545
3140	1.644615646
3141	1.644615748
3142	1.644615849
3143	1.644615950
3144	1.644616051
3145	1.644616152
3146	1.644616253
3147	1.644616354
3148	1.644616455
3149	1.644616556
3150	1.644616657
3151	1.644616758
3152	1.644616858
3153	1.644616959
3154	1.644617059
3155	1.644617160
3156	1.644617260
3157	1.644617361
3158	1.644617461
3159	1.644617561
3160	1.644617661
3161	1.644617761
3162	1.644617861
3163	1.644617961
3164	1.644618061
3165	1.644618161
3166	1.644618261
3167	1.644618360
3168	1.644618460
3169	1.644618560
3170	1.644618659
3171	1.644618759
3172	1.644618858
3173	1.644618957
3174	1.644619057
3175	1.644619156
3176	1.644619255
3177	1.644619354
3178	1.644619453
3179	1.644619552
3180	1.644619651
3181	1.644619750
3182	1.644619848
3183	1.644619947
3184	1.644620046
3185	1.644620144
3186	1.644620243
3187	1.644620341
3188	1.644620440
3189	1.644620538
3190	1.644620636
3191	1.644620735
3192	1.644620833
3193	1.644620931
3194	1.644621029
3195	1.644621127
3196	1.644621225
3197	1.644621323
3198	1.644621420
3199	1.644621518
3200	1.644621616
3201	1.644621713
3202	1.644621811
3203	1.644621908
3204	1.644622006
3205	1.644622103
3206	1.644622200
3207	1.644622298
3208	1.644622395
3209	1.644622492
3210	1.644622589
3211	1.644622686
3212	1.644622783
3213	1.644622880
3214	1.644622976
3215	1.644623073
3216	1.644623170
