x	y	z
		bcc_lattice_atom2
		Angstrom
1.0000	1.0000	1.0000
4.1416	4.1416	-2.1416
4.1416	-2.1416	4.1416
7.2832	1.0000	1.0000
-2.1416	4.1416	4.1416
1.0000	7.2832	1.0000
1.0000	1.0000	7.2832
4.1416	4.1416	4.1416
